name,lat,lon,source,type_raw,subtype,date_bp,gc_distance_km,cluster
domain of the caves of Han,50.1255,5.18747,wikidata,megalithic_monument,natural_cave,,2630.3,Other
Kosackenberg,51.36863,11.07689,megalithic_portal,Cave or Rock Shelter,natural_cave,,2636.9,Other
Caves of Hotton,50.25916,5.45596,wikidata,megalithic_monument,natural_cave,,2638.1,Other
Barbarossa Cave,51.375555555,11.036388888,wikidata,megalithic_monument,natural_cave,,2638.5,Other
Roche TrouÃ©e,50.0654,4.5576,megalithic_portal,Cave or Rock Shelter,natural_cave,,2638.7,Other
Wachtberg-Berkum,50.625433,7.135049,pleiades,quarry,utilitarian,1980,2639.1,Other
Neptune Caves,50.06614,4.51205,wikidata,megalithic_monument,natural_cave,,2639.9,Other
KakushÃ¶hle,50.545193,6.660211,megalithic_portal,Cave or Rock Shelter,natural_cave,,2641.1,Other
Königswinter-Drachenfels,50.665167,7.210272,pleiades,mine,utilitarian,1980,2641.7,Other
Te Ana-au Caves,-45.2954,167.727,wikidata,megalithic_monument,natural_cave,,2642.3,Other
Kall,50.539785,6.551606,pleiades,mine,utilitarian,1980,2642.9,Other
Iversheim,50.5881818,6.773858,pleiades,quarry,utilitarian,1980,2643.1,Other
Caves of Conjoux,50.237433333,5.0613,wikidata,megalithic_monument,natural_cave,,2645.0,Other
Trou de Chaleux,50.219175,4.948706,megalithic_portal,Cave or Rock Shelter,natural_cave,,2645.7,Other
Mechernich-Katzvey,50.591409,6.652009,pleiades,quarry,utilitarian,1980,2646.2,Other
Langonnet,48.102332,-3.491814,pleiades,"production, mine",utilitarian,1980,2646.3,Other
Katzensteine,50.6032,6.68695,megalithic_portal,Cave or Rock Shelter,natural_cave,,2646.6,Other
Grotte prÃ©historique de Gouy,49.359399,1.130258,megalithic_portal,Cave or Rock Shelter,natural_cave,,2649.6,Other
Saint-Suliac Abri,48.572224,-1.981028,megalithic_portal,Cave or Rock Shelter,natural_cave,,2651.7,Other
Souterrain protohistorique de la Ville-Grohan,48.4418,-2.6758,megalithic_portal,"Souterrain (Fogou, Earth House)",modified_cave,,2657.8,Other
Belle-Roche cave,50.4812,5.61276,wikidata,archaeological_site,natural_cave,,2657.9,Other
Grotte de Menez Dregan,47.986002,-4.474527,megalithic_portal,Cave or Rock Shelter,natural_cave,,2663.1,Other
Wiehler Tropfsteinhöhle,50.9383,7.54806,wikidata,megalithic_monument,natural_cave,,2663.2,Other
Grottes de Goyet,50.4441,5.0142,megalithic_portal,Cave or Rock Shelter,natural_cave,,2667.8,Other
Douarnenez,48.088512,-4.330543,pleiades,"production, mine",utilitarian,1980,2669.4,Other
New Guinea II cave,-37.3847,148.351,wikidata,archaeological_site,natural_cave,,2669.7,Other
Aggertalhöhle,50.9938,7.44839,wikidata,megalithic_monument,natural_cave,,2671.3,Other
Grotte Scladina,50.4853,5.0263,megalithic_portal,Cave or Rock Shelter,natural_cave,,2671.8,Other
Lourdes grotto,50.671111111,5.880166666,wikidata,megalithic_monument,natural_cave,,2671.8,Other
Grottes Schmerling,50.59222,5.40889,megalithic_portal,Cave or Rock Shelter,natural_cave,,2674.3,Other
Casita de Piedra,8.742222,-82.285556,megalithic_portal,Cave or Rock Shelter,natural_cave,,2674.7,Other
Atta Cave,51.125,7.915555555,wikidata,megalithic_monument,natural_cave,,2675.1,Other
ZwergenhÃ¶hle Lindlar,51.0553482,7.4421804,megalithic_portal,Cave or Rock Shelter,natural_cave,,2677.9,Other
Einhornhoehle,51.635141,10.404264,megalithic_portal,Cave or Rock Shelter,natural_cave,,2678.5,Other
Steinkirche,51.633289,10.377072,megalithic_portal,Cave or Rock Shelter,natural_cave,,2678.8,Other
Grotte de Spy,50.480212,4.674503,megalithic_portal,Cave or Rock Shelter,natural_cave,,2679.5,Other
Grotte dÂ´Artus,48.36885,-3.73583,megalithic_portal,Cave or Rock Shelter,modified_cave,,2680.7,Other
Baumann's Cave,51.755,10.843333333,wikidata,megalithic_monument,natural_cave,,2682.7,Other
Fort des CarriÃ¨res Grotte,49.484458,0.353768,megalithic_portal,Cave or Rock Shelter,natural_cave,,2682.8,Other
Volkmarskeller,51.78801,10.87254,megalithic_portal,Cave or Rock Shelter,natural_cave,,2685.7,Other
JettenhÃ¶hle,51.68416,10.272822,megalithic_portal,Cave or Rock Shelter,natural_cave,,2686.3,Other
Neolithic flint mines of Banholt,50.7914,5.79844,wikidata,archaeological_site,utilitarian,7000,2686.4,Other
Schutzhoehle,51.834104000066,11.029832621995,megalithic_portal,Cave or Rock Shelter,natural_cave,,2687.6,Other
Pilzhoehle,51.8346,11.02644,megalithic_portal,Cave or Rock Shelter,natural_cave,,2687.7,Other
VeledahÃ¶hle,51.348564,8.379019,megalithic_portal,Cave or Rock Shelter,natural_cave,,2689.1,Other
Hollenloch,51.409883,8.670564,megalithic_portal,Cave or Rock Shelter,natural_cave,,2689.5,Other
DrakenhÃ¶hlen,51.453568,8.850338,megalithic_portal,Cave or Rock Shelter,natural_cave,,2690.4,Other
LichtensteinhÃ¶hle,51.724409,10.174158,megalithic_portal,Cave or Rock Shelter,natural_cave,,2692.5,Other
viewing platform ENCI quarry,50.826371,5.6865111,wikidata,megalithic_monument,utilitarian,,2692.6,Other
Neolithic flint mines of Valkenburg,50.86554,5.82346,wikidata,archaeological_site,utilitarian,7000,2693.6,Other
Belvédère quarry,50.871389,5.676111,wikidata,archaeological_site,utilitarian,,2697.6,Other
Hohler Stein bei Kallenhardt,51.43639,8.40278,megalithic_portal,Cave or Rock Shelter,natural_cave,,2697.9,Other
Hoher Stein (bei Suttrop),51.4395,8.3951,megalithic_portal,Cave or Rock Shelter,natural_cave,,2698.4,Other
Bilsteinhöhle,51.4261,8.32333,wikidata,megalithic_monument,natural_cave,,2698.4,Other
Balver HÃ¶hle,51.339167,7.871944,megalithic_portal,Cave or Rock Shelter,natural_cave,,2698.8,Other
Dahlmann HÃ¶hle,51.357,7.8803,megalithic_portal,Cave or Rock Shelter,natural_cave,,2700.5,Other
Volkringhauser HÃ¶hle,51.3584,7.8762,megalithic_portal,Cave or Rock Shelter,natural_cave,,2700.7,Other
Iberg Dripstone Cave,51.8175,10.252777777,wikidata,megalithic_monument,natural_cave,,2700.9,Other
Grotte et Rocher de Roc'h-Toul,48.50514,-3.973503,megalithic_portal,Cave or Rock Shelter,natural_cave,,2701.5,Other
Karhofhoehlen West,51.369032,7.870352,megalithic_portal,Cave or Rock Shelter,natural_cave,,2701.9,Other
Karhofhoehlen Nord,51.3694,7.870213,megalithic_portal,Cave or Rock Shelter,natural_cave,,2702.0,Other
Lourdes grottoe,50.923947,5.725464,wikidata,megalithic_monument,natural_cave,,2702.0,Other
Burschenhoehlen,51.3696,7.867,megalithic_portal,Cave or Rock Shelter,natural_cave,,2702.1,Other
LeichenhÃ¶hle,51.3745,7.859467,megalithic_portal,Cave or Rock Shelter,natural_cave,,2702.8,Other
DrudenhÃ¶hle,51.6027403,9.0106263,megalithic_portal,Cave or Rock Shelter,natural_cave,,2703.0,Other
Feldhofhoehle,51.3777,7.853,megalithic_portal,Cave or Rock Shelter,natural_cave,,2703.2,Other
Tunnelhoehle,51.3782,7.85398,megalithic_portal,Cave or Rock Shelter,natural_cave,,2703.3,Other
BurghÃ¶hle Klusenstein,51.381104,7.852338,megalithic_portal,Cave or Rock Shelter,natural_cave,,2703.6,Other
Heinrichshöhle,51.3794,7.77389,wikidata,megalithic_monument,natural_cave,,2705.1,Other
Kluterthöhle,51.299166666,7.354722222,wikidata,megalithic_monument,natural_cave,,2705.6,Other
Oeger HÃ¶hle,51.350615,7.574264,megalithic_portal,Cave or Rock Shelter,natural_cave,,2706.3,Other
Dechenhoehle,51.365556,7.644722,megalithic_portal,Cave or Rock Shelter,natural_cave,,2706.4,Other
MartinshÃ¶hle,51.364345,7.635153,megalithic_portal,Cave or Rock Shelter,modified_cave,,2706.5,Other
Pater und Nonne,51.364444,7.631944,megalithic_portal,Cave or Rock Shelter,natural_cave,,2706.5,Other
Sonderhorst-SpaltenhÃ¶hle,51.3670945,7.6488531,megalithic_portal,Cave or Rock Shelter,natural_cave,,2706.5,Other
HÃ¼nenpforte,51.35713,7.55326,megalithic_portal,Cave or Rock Shelter,natural_cave,,2707.4,Other
Blaetterhoehle,51.358068,7.551662,megalithic_portal,Cave or Rock Shelter,natural_cave,,2707.6,Other
Korschenbroich-Liedberg,51.166237,6.541797,pleiades,quarry,utilitarian,1980,2709.3,Other
Gallery grave Bredelem,51.9544,10.3478,wikidata,archaeological_site,natural_cave,,2713.6,Other
Isenberg HÃ¶hlung,51.387764,7.151941,megalithic_portal,Cave or Rock Shelter,natural_cave,,2719.3,Other
La Cotte de St Brelade,49.175525,-2.188405,megalithic_portal,Cave or Rock Shelter,natural_cave,,2719.5,Other
Hubertuskapelle,52.0309837,10.2145631,megalithic_portal,Cave or Rock Shelter,natural_cave,,2724.4,Other
Marienborn RÃ¤uberhÃ¶hle,52.196,11.1132,megalithic_portal,Cave or Rock Shelter,natural_cave,,2724.6,Other
KinderhÃ¶hle,51.942734,9.666663,megalithic_portal,Cave or Rock Shelter,natural_cave,,2725.8,Other
NasensteinhÃ¶hle,51.942911,9.666513,megalithic_portal,Cave or Rock Shelter,natural_cave,,2725.9,Other
Rothesteinhoehle,51.94646,9.661416,megalithic_portal,Cave or Rock Shelter,natural_cave,,2726.3,Other
Lukenloch,51.814836,8.926207,megalithic_portal,Cave or Rock Shelter,natural_cave,,2727.2,Other
Our Lady of Lourdes Grotto,50.875833333,4.337222222,wikidata,megalithic_monument,natural_cave,,2728.9,Other
La Cotte a la Chevre,49.257777,-2.240555,megalithic_portal,Cave or Rock Shelter,natural_cave,,2729.4,Other
Sint-Michaëlklooster: two Maria caves,51.334880555,6.121836111,wikidata,megalithic_monument,natural_cave,,2736.3,Other
Heilig Hartklooster: Lourdes cave with statues of Saints Maria and Bernadette de Soubirous,51.339044444,6.125069444,wikidata,megalithic_monument,modified_cave,,2736.7,Other
Sorsum Galeriegrab,52.134904,9.866141,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,2742.3,Other
Belfry of Comines,50.765278,3.006039,wikidata,megalithic_monument,utilitarian,,2749.1,Other
Schillat cave,52.2047,9.28806,wikidata,megalithic_monument,natural_cave,,2761.3,Other
Gallery of Repressed (Borovsk),55.204198,36.487757,wikidata,megalithic_monument,natural_cave,,2774.5,Other
Untitled,50.5,0.5,pleiades,mine,utilitarian,1980,2784.2,Other
Grotto in Tsaritsyno Park,55.6101535,37.6854006,wikidata,archaeological_site,natural_cave,,2816.5,Other
Ignateva Cave,54.899447,57.781221,wikidata,archaeological_site,natural_cave,,2816.6,Other
St Clements Caves,50.858974272342,0.58888044248166,megalithic_portal,Cave or Rock Shelter,natural_cave,,2819.1,Other
"Flint mines and part of a Romano-British trackway on Windover Hill, 180m ESE of The Long Man",50.8094,0.190424,wikidata,archaeological_site,utilitarian,2200,2824.2,Other
Bardown Roman industrial site,51.0400579,0.3716921,pleiades,"production, mine-2",utilitarian,1907,2843.4,Other
"Flint mine and a bowl barrow on Church Hill, 400m south west of Findon Place",50.8633,-0.418191,wikidata,archaeological_site,utilitarian,,2845.6,Other
Flint mine and part of a cross dyke 300m south east of Tolmare Farm,50.8674,-0.423194,wikidata,archaeological_site,utilitarian,,2846.1,Other
Map the Miner,-34.3521,138.9067,wikidata,megalithic_monument,utilitarian,,2848.3,Other
"Prehistoric flint mine and a Martin Down style enclosure on Harrow hill, 850m south east of Lee Farm",50.879,-0.463596,wikidata,archaeological_site,utilitarian,,2848.4,Other
Eridge Old Park Caves and Spring,51.085690749482,0.23738873868064,megalithic_portal,Cave or Rock Shelter,natural_cave,,2851.5,Other
Long Down prehistoric flint mine,50.8762,-0.677631,wikidata,archaeological_site,utilitarian,,2853.7,Other
Sculpture Gallery of P. Struycken,52.077554,4.315126,wikidata,megalithic_monument,natural_cave,,2855.3,Other
High Rocks Rock Shelters,51.12380206221,0.22908332230496,megalithic_portal,Cave or Rock Shelter,natural_cave,,2855.7,Other
Happy Valley,51.130726039172,0.23384766585154,megalithic_portal,Cave or Rock Shelter,natural_cave,,2856.3,Other
Denny Bottom Rock Shelters,51.133312305153,0.23969012034027,megalithic_portal,Cave or Rock Shelter,natural_cave,,2856.4,Other
St Mary's Rocks,51.073138639341,-0.034874528230938,megalithic_portal,Cave or Rock Shelter,natural_cave,,2857.3,Other
Philpots Camp Mesolithic Rock Shelters,51.072568698653,-0.076295497319189,megalithic_portal,Cave or Rock Shelter,natural_cave,12000,2858.3,Other
Yokomine Site,30.443305555,130.873555555,wikidata,archaeological_site,utilitarian,,2858.3,Other
Stone Rocks West Sussex,51.094987152168,-0.029235412036903,megalithic_portal,Cave or Rock Shelter,natural_cave,,2859.4,Other
Blunds Hole,51.112230521426,0.014359349100104,megalithic_portal,Cave or Rock Shelter,natural_cave,,2860.0,Other
Ridge Hill Rock Shelter,51.105987187326,-0.041624158968873,megalithic_portal,Cave or Rock Shelter,natural_cave,,2860.8,Other
Stonewall Park Rock Shelters,51.161288622054,0.14335808176211,megalithic_portal,Cave or Rock Shelter,natural_cave,,2861.8,Other
Unnamed quarry,50.5,-2.5,pleiades,quarry,utilitarian,1980,2864.0,Other
Hope Downs,-22.964565,119.128914,megalithic_portal,Cave or Rock Shelter,natural_cave,,2868.8,Other
Yungang Grottoes,40.112,113.133,curated,rock_cut_monumental,rock_cut_monumental,1490,2870.4,Other
Oldbury Rock Shelters,51.285044899416,0.27115824773659,megalithic_portal,Cave or Rock Shelter,natural_cave,,2871.3,Other
Stone House Farm Caves,51.413303316633,0.49208432038185,megalithic_portal,Cave or Rock Shelter,natural_cave,,2878.9,Other
Ash Hole Cavern,50.400354748128,-3.4970041890115,megalithic_portal,Cave or Rock Shelter,natural_cave,,2881.5,Other
Untitled,51.5,0.5,pleiades,mine,utilitarian,1980,2887.7,Other
Kent's Cavern,50.467734056549,-3.5026963888362,megalithic_portal,Cave or Rock Shelter,natural_cave,,2888.6,Other
Chislehurst Caves,51.406428000909,0.058895055456225,megalithic_portal,Cave or Rock Shelter,natural_cave,,2889.3,Other
Kitley Show Cave,50.3443,-4.00358,wikidata,megalithic_monument,natural_cave,,2890.1,Other
Bilemot Cave,33.404333333,126.349777777,wikidata,archaeological_site,natural_cave,,2891.9,Other
Ust-Kanskaya cave,50.9,84.8,wikidata,archaeological_site,natural_cave,,2893.9,Other
Angrouse Fogou,50.033426441808,-5.2591419419343,megalithic_portal,"Souterrain (Fogou, Earth House)",modified_cave,,2894.6,Other
Boden Fogou,50.075016969381,-5.1207798383897,megalithic_portal,"Souterrain (Fogou, Earth House)",modified_cave,,2894.8,Other
Cattedown Bone Cave,50.363781549782,-4.1244079275851,megalithic_portal,Cave or Rock Shelter,natural_cave,,2895.5,Other
Three Holes Cave,50.493484756653,-3.6719948159536,megalithic_portal,Cave or Rock Shelter,natural_cave,,2895.9,Other
Tornewton Cave,50.494403916026,-3.6706173489535,megalithic_portal,Cave or Rock Shelter,natural_cave,,2896.0,Other
Brokern Cavern,50.495121028142,-3.6707836461284,megalithic_portal,Cave or Rock Shelter,natural_cave,,2896.1,Other
Halliggye,50.071493383369,-5.1972872316027,megalithic_portal,"Souterrain (Fogou, Earth House)",modified_cave,,2896.6,Other
"Post-medieval deer park, medieval fishpond, 18th century triumphal arch and a 19th century lead mine, ore works and smelt mill a",50.4081,-4.06915,wikidata,archaeological_site,utilitarian,1000,2898.5,Other
Hawk's Tor (Shaugh Moor),50.444477430211,-4.0380171988414,megalithic_portal,Cave or Rock Shelter,natural_cave,,2901.3,Other
Beer Quarry Caves,50.6989,-3.11278,wikidata,megalithic_monument,utilitarian,,2901.3,Other
Piskeyâs Hall â The Fairyâs Fogou,50.126751608581,-5.1801205016389,megalithic_portal,"Souterrain (Fogou, Earth House)",modified_cave,,2901.8,Other
Eylesbarrow mine,50.48,-3.97,wikidata,archaeological_site,utilitarian,,2903.0,Other
Walbrook (stream),51.5156539118,-0.087006640222,pleiades,river,utilitarian,1907,2904.3,Other
"Roman amphitheater at Guildhall, London",51.5156317,-0.09245,pleiades,amphitheatre,modified_cave,1980,2904.4,Other
Cow Cave,50.596589795946,-3.6054215273597,megalithic_portal,Cave or Rock Shelter,natural_cave,,2904.6,Other
Pixie's Hole,50.596513528149,-3.6044298560647,megalithic_portal,Cave or Rock Shelter,natural_cave,,2904.6,Other
"Wheal Katherine, 235m west of Plym Ford, forming an outlying part of Eylesbarrow Tin Mine",50.4987,-3.96372,wikidata,archaeological_site,utilitarian,,2904.7,Other
Eylesbarrow mine,50.4958,-3.97978,wikidata,archaeological_site,utilitarian,,2904.9,Other
Part of the mining complex of Wheal Basset and Grylls Mine called Tyack's Shaft,50.1511,-5.23025,wikidata,archaeological_site,utilitarian,,2905.7,Other
Two cairns with cists E of Whiteworks tin mine buildings,50.5233,-3.93591,wikidata,archaeological_site,utilitarian,,2906.4,Other
Mousehole Cave,50.078198052985,-5.5394034177191,megalithic_portal,Cave or Rock Shelter,natural_cave,,2907.3,Other
Raginnis underground chamber,50.0768521132,-5.5451758006949,megalithic_portal,"Souterrain (Fogou, Earth House)",modified_cave,,2907.3,Other
"Flint mines, linear boundary and two bowl barrows at Martin's Clump, Porton Down",51.1492,-1.64262,wikidata,archaeological_site,utilitarian,,2907.4,Other
Boleigh Fogou,50.071637904186,-5.5830920560164,megalithic_portal,"Souterrain (Fogou, Earth House)",modified_cave,,2907.9,Other
"Brimpts Mine, three prehistoric settlements and associated reaves 550m north west of Outer Huccaby Ring",50.5582,-3.90062,wikidata,archaeological_site,utilitarian,,2909.0,Other
Lower Bosistow Cliff Cave,50.054485085439,-5.693882225349,megalithic_portal,Cave or Rock Shelter,natural_cave,,2909.4,Other
Adrenalin Quarry,50.417,-4.446,wikidata,megalithic_monument,utilitarian,,2910.1,Other
Part of a mining complex at South Polgooth Mine,50.3145,-4.82492,wikidata,archaeological_site,utilitarian,,2910.5,Other
Lower Leah,50.09079975384,-5.62941198956,megalithic_portal,"Souterrain (Fogou, Earth House)",modified_cave,,2911.2,Other
Part of the mining complex associated with Marriott's Shaft once part of South Wheal Francis tin and copper mine,50.2088,-5.2521,wikidata,archaeological_site,utilitarian,,2912.2,Other
Part of the mining complex at Wheal Grenville and East Wheal Grenville Mines 210 north west of Newton Moor Farm,50.2039,-5.26943,wikidata,archaeological_site,utilitarian,,2912.2,Other
"An inscribed cross shaft, a lantern cross head and a cross-base in Gulval churchyard",50.1323,-5.52113,wikidata,archaeological_site,natural_cave,,2912.3,Other
Carn Euny Fogou,50.102982632698,-5.6339705700471,megalithic_portal,"Souterrain (Fogou, Earth House)",modified_cave,,2912.6,Other
Carn Gwavel,49.911980970414,-6.3056534600739,megalithic_portal,"Souterrain (Fogou, Earth House)",modified_cave,,2913.1,Other
Untitled,51.5,-0.5,pleiades,mine,utilitarian,1980,2913.4,Other
Prince of Wales Mine at Harrowbarrow,50.513,-4.25671,wikidata,archaeological_site,utilitarian,,2914.5,Other
Pond barrow south of the A303 and 400m west of Normanton Gorse containing the 'Wilsford Shaft',51.1724,-1.84599,wikidata,archaeological_site,natural_cave,,2915.2,Other
Chysauster Fogou,50.159485553692,-5.5407882269932,megalithic_portal,"Souterrain (Fogou, Earth House)",modified_cave,,2915.6,Other
Park Vorn,50.156693249925,-5.5848324564229,megalithic_portal,"Souterrain (Fogou, Earth House)",modified_cave,,2916.6,Other
Bosullow Trehyllys Fogou,50.1513032845,-5.6279749645856,megalithic_portal,"Souterrain (Fogou, Earth House)",modified_cave,,2917.3,Other
Bosporthennis Beehive Hut,50.168873554932,-5.5895266841208,megalithic_portal,"Souterrain (Fogou, Earth House)",modified_cave,,2918.0,Other
Carnstabba Cave,50.200967811768,-5.4990078318853,megalithic_portal,Cave or Rock Shelter,natural_cave,,2918.6,Other
Porthmeor Fogou,50.1776038147,-5.59522513557,megalithic_portal,"Souterrain (Fogou, Earth House)",modified_cave,,2919.0,Other
Lower Boscaswell Fougou,50.155434452427,-5.6739386699948,megalithic_portal,"Souterrain (Fogou, Earth House)",utilitarian,,2919.1,Other
Pendeen Fogou,50.161961353091,-5.6647059881013,megalithic_portal,"Souterrain (Fogou, Earth House)",modified_cave,,2919.5,Other
Piper's Hole,49.967604122181,-6.3438252295209,megalithic_portal,Cave or Rock Shelter,natural_cave,,2919.9,Other
Medieval and post-medieval tin and copper mines with medieval field system on the middle and lower northern slopes of Caradon Hi,50.5166,-4.43979,wikidata,archaeological_site,utilitarian,1000,2920.0,Other
Untitled,50.5,-4.5,pleiades,mine,utilitarian,1980,2920.1,Other
Kalkberghöhle,53.9358,10.3169,wikidata,megalithic_monument,natural_cave,,2925.2,Other
Yongcheon Cave,33.548527777,126.778444444,wikidata,megalithic_monument,natural_cave,,2927.5,Other
Medieval homesteads S of Meldon quarry,50.7124,-4.02012,wikidata,archaeological_site,utilitarian,1000,2928.1,Other
"Section of Ermine Street, N of Hertford Branch Railway",51.8092,-0.0397876,wikidata,archaeological_site,utilitarian,,2933.4,Other
Porthcothan Cave,50.502484275155,-5.0120801844784,megalithic_portal,Cave or Rock Shelter,natural_cave,,2935.0,Other
Kurokawa cave,31.55337,130.40108,megalithic_portal,Cave or Rock Shelter,natural_cave,,2935.1,Other
Hellfire Caves,51.646,-0.802668,wikidata,megalithic_monument,natural_cave,,2936.3,Other
Fairy Cave,51.227898173257,-2.4933112566457,megalithic_portal,Cave or Rock Shelter,natural_cave,,2938.4,Other
Ham Souterrain,51.463580416035,-1.6602362756173,megalithic_portal,"Souterrain (Fogou, Earth House)",modified_cave,,2940.1,Other
Denisova,51.398,84.676,megalithic_portal,Cave or Rock Shelter,natural_cave,,2941.7,Other
Hole Beach Caves,50.652692690024,-4.7585143408636,megalithic_portal,Cave or Rock Shelter,natural_cave,,2943.0,Other
Badger Hole (Somerset),51.22881205816,-2.6710506312138,megalithic_portal,Cave or Rock Shelter,natural_cave,,2943.3,Other
Dennis Scale Caves,50.655286889736,-4.7629112372312,megalithic_portal,Cave or Rock Shelter,natural_cave,,2943.4,Other
Wookey Hole Caves,51.229347424829,-2.6717745057658,megalithic_portal,Cave or Rock Shelter,natural_cave,,2943.4,Other
Glebe Cliff Cave,50.661574498483,-4.763280472823,megalithic_portal,Cave or Rock Shelter,natural_cave,,2944.0,Other
Barras Nose Cave,50.668894358617,-4.7580490856061,megalithic_portal,Cave or Rock Shelter,natural_cave,,2944.6,Other
Merlin's Cave (Cornwall),50.668235463445,-4.7592842479222,megalithic_portal,Cave or Rock Shelter,natural_cave,,2944.6,Other
Western Blackapit Caves,50.685391750221,-4.7066307531029,megalithic_portal,Cave or Rock Shelter,natural_cave,,2944.8,Other
Western Blackapit Cave,50.687253971655,-4.7039061970801,megalithic_portal,Cave or Rock Shelter,natural_cave,,2944.9,Other
Westbury-Sub-Mendip,51.250279495474,-2.7056075977102,megalithic_portal,Cave or Rock Shelter,natural_cave,,2946.5,Other
Totty Pot,51.279000194809,-2.7433243348635,megalithic_portal,Cave or Rock Shelter,natural_cave,,2950.5,Other
Aquae Sulis,51.381041,-2.359704,pleiades,bath,utilitarian,1980,2950.5,Other
Temple of Sulis Minerva,51.3811954136,-2.36032713602,pleiades,temple-2,utilitarian,1907,2950.5,Other
Mineral Water Hospital site,51.3822024547,-2.36122098121,pleiades,architecturalcomplex,utilitarian,250,2950.6,Other
Charterhouse Warren Farm Shaft,51.2916969,-2.7186876,pleiades,"cave, archaeological-site, settlement-modern",modified_cave,4000,2951.1,Other
Soldier's Hole,51.281743456135,-2.7641587946655,megalithic_portal,Cave or Rock Shelter,natural_cave,,2951.3,Other
Flint Jack's Cave,51.2807973388,-2.77131197038,megalithic_portal,Cave or Rock Shelter,natural_cave,,2951.4,Other
Goughs Cave (Cheddar),51.28191484508,-2.7654520692089,megalithic_portal,Cave or Rock Shelter,natural_cave,,2951.4,Other
Sun Hole,51.283532286569,-2.7656223507289,megalithic_portal,Cave or Rock Shelter,natural_cave,,2951.5,Other
Ermin Street,51.581384994,-1.66396262301,pleiades,road,utilitarian,250,2952.3,Other
Durocornovium,51.56737545,-1.72387985,pleiades,settlement,utilitarian,1980,2952.5,Other
Tianyuan Cave,39.65777778,115.87138889,wikidata,archaeological_site,natural_cave,,2953.6,Other
Tavdinsky Caves,51.27715,85.57516,megalithic_portal,Cave or Rock Shelter,natural_cave,,2953.7,Other
Aveline's Hole,51.324705717661,-2.7532481572996,megalithic_portal,Cave or Rock Shelter,natural_cave,,2955.4,Other
Calamine processor at NGR ST 4439 5739,51.312894,-2.799254,wikidata,tower,utilitarian,,2955.4,Other
Round 210m north east of Northcott Park Quarry,50.8547,-4.51179,wikidata,archaeological_site,utilitarian,,2956.5,Other
Royston Cave,52.048089390038,-0.023801555214035,megalithic_portal,Cave or Rock Shelter,natural_cave,,2957.6,Other
Radwell Roman villa,52.0041,-0.203041,pleiades,villa,utilitarian,1907,2957.7,Other
Backwell Cave,51.408829214342,-2.7311943589227,megalithic_portal,Cave or Rock Shelter,utilitarian,,2963.4,Other
Giant's Cave: a chambered long barrow 750m south west of Allengrove Farm,51.5453,-2.26092,wikidata,archaeological_site,natural_cave,,2964.6,Other
Untitled,51.5,-2.5,pleiades,mine,utilitarian,1980,2966.4,Other
Untitled,51.5,-2.5,pleiades,quarry,utilitarian,1980,2966.4,Other
Untitled,51.5,-2.5,pleiades,quarry,utilitarian,1980,2966.4,Other
Untitled,51.5,-2.5,pleiades,quarry,utilitarian,1980,2966.4,Other
Cerney Wick Quarry,51.664166666,-1.897222222,wikidata,archaeological_site,utilitarian,,2967.0,Other
Fishmonger's Swallet,51.582455948271,-2.5309146541525,megalithic_portal,Cave or Rock Shelter,natural_cave,,2975.7,Other
Goldsland Wood Cave,51.43906219,-3.28329326138,megalithic_portal,Cave or Rock Shelter,natural_cave,,2981.6,Other
Tunnels Beaches,51.211,-4.1259,wikidata,megalithic_monument,natural_cave,,2981.8,Other
Grimes Graves,52.4766361,0.6740389,pleiades,mine-2,utilitarian,5950,2984.2,Other
St Peter's Cave,51.631211619059,-2.6674382900675,megalithic_portal,Cave or Rock Shelter,natural_cave,,2984.4,Other
Cowley Roundabout Roman Settlement,51.819657,-2.076031,pleiades,"station, archaeological-site",utilitarian,,2987.8,Other
Lesser Garth Cave,51.53010390452,-3.2627858546945,megalithic_portal,Cave or Rock Shelter,modified_cave,,2990.3,Other
Caerffili Mountain Shaft Mounds,51.558265,-3.2230307,wikidata,archaeological_site,natural_cave,,2992.1,Other
Ogof-Y-Pebyll,51.515900607896,-3.5131638588469,megalithic_portal,Cave or Rock Shelter,natural_cave,,2995.8,Other
Unnamed Mine,52.257669,-0.698444,pleiades,mine-2,utilitarian,1980,2996.5,Other
Unnamed Mine,52.262221,-0.690317,pleiades,mine-2,utilitarian,1980,2996.8,Other
Clearwell Caves,51.7711,-2.61444,wikidata,megalithic_monument,utilitarian,,2997.3,Other
Naracoorte Caves National Park,-37.036111111,140.796666666,wikidata,megalithic_monument,natural_cave,,3001.1,Other
Whipping Brook Cave,51.823718342959,-2.6506928489301,megalithic_portal,Cave or Rock Shelter,natural_cave,,3003.6,Other
The Biblins Cave,51.826947645258,-2.6520453377298,megalithic_portal,Cave or Rock Shelter,natural_cave,,3004.0,Other
Coldwell Rocks,51.837341753678,-2.6254901945173,megalithic_portal,Cave or Rock Shelter,utilitarian,,3004.3,Other
Biblins,51.831821711195,-2.6486328737295,megalithic_portal,Cave or Rock Shelter,natural_cave,,3004.4,Other
Lord's Wood Cave,51.83210341057,-2.6464601089724,megalithic_portal,Cave or Rock Shelter,natural_cave,,3004.4,Other
Bowler's Hole,51.835922986122,-2.638532504206,megalithic_portal,Cave or Rock Shelter,natural_cave,,3004.5,Other
