lat,lon,country,site_name,site_type,feature_type,n_dates
29.5776,35.4198,JO,Wadi Ramm,open air site,open air site,3
30.906389,35.703333,JO,Khirbet Edh-Dharih,standing building,standing building,1
32.1867,35.6816,JO,Zaquma,settlement,settlement,2
32.5,36.0167,JO,Tell er-Rumeith,settlement,settlement,8
30.9667,35.7311,JO,el-Hemmeh,settlement,settlement,3
31.522,36.464,JO,Wadi Jilat 10,open air site,open air site,7
31.52,36.42,JO,Wadi Jilat 7,open air site,open air site,4
31.53,36.368,JO,Wadi Jilat 26,open air site,open air site,3
31.553,36.3677,JO,Wadi Jilat 27,open air site,open air site,1
31.8339,36.8181,JO,ʿAyn Qasiyya,camp,camp,1
32.5025,35.5707,JO,Uyun al-Hammam,cemetery,cemetery,6
31.77,36.92,JO,Jebel Naja,settlement,settlement,1
32.466,35.61,JO,Wadi el-Hammeh 27,settlement,settlement,4
31.2552,35.5662,JO,Zahrat adh-Dhra' 2,settlement,settlement,9
32.3305,35.7478,JO,El-Khawarij,settlement,settlement,10
32.1,35.8,JO,Jebel al-Qesir,cave,cave,2
32.065,35.791,JO,Khirbet Umm ad-Dananir,settlement,settlement,3
31.1316,35.5294,JO,Numeira,settlement,settlement,5
32.406342,37.235655,JO,Shubayqa 6,settlement,settlement,5
30.664,35.453,JO,N.Amram,smelting site,smelting site,1
31.72354,36.454297,JO,Kharaneh IV,settlement,settlement,1
30.9669,35.5698,JO,Wadi Hasa,open air site,open air site,1
30.6585,35.2368,JO,Ein Yahav,settlement,settlement,1
31.8686,35.8881,JO,Tell el-Umeiri,settlement,settlement,9
31.7167,35.8,JO,Tell Madaba,settlement,settlement,16
32.5345,35.6601,JO,Tell Rakan,settlement,settlement,2
32.666206,35.916776,JO,Hirbet ez-Zeraqōn,settlement,settlement,7
32.335,37.003333,JO,Jawa,settlement,settlement,5
31.8,36.81667,JO,Azraq,plein air,plein air,2
34.1226,35.6519,LB,Byblos,settlement,settlement,11
34.15,36.35,LB,Labwé,settlement,settlement,12
34.09,36.36,LB,Nachcharini,cave,cave,12
33.92,35.6,LB,Ksar'Akil,,,36
33.4823,35.3227,LB,Tell el-Burak,settlement,settlement,31
34.2264,35.66,LB,Tell Fadous-Kfarabida,settlement,settlement,33
33.316667,35.266667,LB,Hajg Qaafarani,standing building,standing building,1
33.560556,35.398056,LB,Sidon-Dakerman,settlement,settlement,1
34.2846,35.8824,LB,Moghr El Ahwal cave 2,cave,cave,8
34.0775,36.347778,LB,Nachcharini cave,cave,cave,3
33.4575,35.2958,LB,Sarepta,settlement,settlement,11
34.0,36.1,LB,"Cave B3, Baq'ah Valley",cave,cave,2
35.85,35.75,LB,near Chkiff,structure,structure,3
34.0346,36.0749,LB,Saad II,settlement,settlement,1
31.8053,35.1083,IL,Abu Gosh,settlement,settlement,3
30.53,34.51,IL,Abu Salem G 12,,,26
32.9078,35.1721,IL,Ahihud,settlement,settlement,26
31.9169,35.2611,IL,Ai,settlement,settlement,41
33.13,35.58,IL,'Ain Mallaha,galilee,galilee,2
31.2559,35.2131,IL,Arad,settlement,settlement,57
31.61,34.5,IL,Ashkelon,settlement,settlement,91
32.54,34.9,IL,Atlit-Yam,settlement,settlement,49
30.95,34.4,IL,Azariq 8,settlement,settlement,8
33.06,35.15,IL,Betzet 1,settlement,settlement,7
31.9,35.42,IL,Cave of the Warrior,cave,cave,52
29.55,34.95,IL,Eilat,cemetery,cemetery,27
31.63,35.26,IL,El-Khiam,settlement,settlement,5
32.67,34.97,IL,El-Wad,,,13
32.65,35.51,IL,Gesher,settlement,settlement,33
32.6167,35.55,IL,Gesher Benot Ya'aqov,,,2
33.2,35.56,IL,Giladi,,,2
31.3285,34.6499,IL,Gilat,settlement,settlement,25
32.0,35.43,IL,Gilgal,central hills,central hills,91
31.81,34.63,IL,Givat Haparsa,settlement,settlement,6
33.22,35.62,IL,Hagoshrim,settlement,settlement,14
31.18,34.58,IL,Hamifgash 4,settlement,settlement,115
30.5,34.54,IL,Har Harif 3,settlement,settlement,4
31.81,34.98,IL,Hatoula,camp site,camp site,18
32.92,35.22,IL,Hayonim Cave,settlement,settlement,70
31.17,35.18,IL,Hemar,,,33
32.8692,35.3086,IL,Hilazon Tachtit,cave,cave,9
32.96,35.32,IL,Horvat Galil,settlement,settlement,8
32.73,34.98,IL,Iraq el-Barud,cave,cave,19
29.9,35.03,IL,Issaron,settlement,settlement,113
32.76,35.08,IL,Jarba,settlement,settlement,7
32.56,34.93,IL,Kebara,,,50
32.7053,35.2744,IL,Kfar HaHoresh,settlement,settlement,3
32.82,34.95,IL,Kfar Samir,coastal plain,coastal plain,59
30.56,34.68,IL,Maaleh Ramon East,settlement,settlement,8
30.56,34.71,IL,Maaleh Ramon West,settlement,settlement,8
31.833,35.4166,IL,"Makukh, lower Wadi",cave,cave,5
33.0828,35.5736,IL,Mallaha,abri/grotte,abri/grotte,17
32.71,34.96,IL,Megadim,settlement,settlement,11
30.93,35.32,IL,Mezad Mazal,quarry site,quarry site,25
31.7936,35.1566,IL,Motza,settlement,settlement,52
32.6,35.54,IL,Munhata,settlement,settlement,12
30.84,34.78,IL,Nahal Divshon,seasonal base camp,seasonal base camp,7
31.0785,35.1505,IL,Nahal Efe,settlement,settlement,2
32.7825,35.6394,IL,Nahal Ein Gev II,settlement,settlement,6
31.1417,35.3724,IL,Nahal Hemar,cave,cave,31
31.3809,35.3643,IL,Nahal Mishmar,cave,cave,36
32.72,34.97,IL,Nahal Oren,cave,cave,30
32.75,35.33,IL,Nahal Qanah Cave,,,14
29.9628,34.9759,IL,Nahal Reu'el,settlement,settlement,7
32.56,35.15,IL,Nahal Zehora,settlement,settlement,13
31.9333,34.8666,IL,Nesher-Ramla quarr,settlement,settlement,14
31.98,35.38,IL,Netiv Hagdud,settlement,settlement,47
32.53,34.9,IL,Neve Yam,settlement,settlement,7
31.71,34.58,IL,Nizzanim,settlement,settlement,5
32.9741,35.3314,IL,Peql'lin Cave,cave,cave,24
31.41,34.32,IL,Qatif Y-3,settlement,settlement,4
31.75,35.43,IL,Qumran cave 24,cave,cave,24
32.65,35.08,IL,Rakefet,,,13
30.53,34.53,IL,Ramat Harif G 8,settlement,settlement,24
30.5,34.58,IL,Rosh Horesha,settlement,settlement,21
31.99,35.42,IL,Salibiya 1,,,3
32.81,34.95,IL,Samir,,,14
31.75,35.08,IL,Sataf,settlement,settlement,10
31.1,34.79,IL,Sekher 23,settlement,settlement,6
31.07,34.82,IL,Sekher 6,settlement,settlement,4
32.68,35.6,IL,Shaar Hagolan,jordan valley,jordan valley,93
30.93,34.43,IL,Shluhat Qeren 2,,,3
30.95,34.6,IL,Shunera 17,camp site,camp site,26
33.249,35.652,IL,Tel Dan,settlement,settlement,43
33.0084,35.1391,IL,Tel Kabri,settlement,settlement,32
32.78,34.95,IL,Tel Kones,settlement,settlement,6
32.7,34.935,IL,Tel Nami,settlement,settlement,40
32.4571,35.4982,IL,Tel Rehov,settlement,settlement,253
31.245,34.841,IL,Tel Sheva 36,settlement,settlement,9
32.4068,35.5483,IL,Tel Tsaf,settlement,settlement,35
29.7878,34.9889,IL,"Timma Mines, Site F2",smelting site,smelting site,12
32.72,35.5666,IL,Yaqush,,,6
32.71,35.18,IL,Yiftahel,settlement,settlement,45
30.967845,34.526467,IL,Shunera,,,1
30.531788,34.48771,IL,Horvat Haluqim,settlement,settlement,21
33.016667,35.566944,IL,Hazor,settlement,settlement,33
32.8216,35.3033,IL,Khirbet Qana,settlement,settlement,9
31.5478,34.7303,IL,Tell el-Hesi,settlement,settlement,4
29.7978,34.9989,IL,Timna 2,smelting site,smelting site,14
29.7578,34.9589,IL,Timna 200,smelting site,smelting site,1
29.7478,34.9489,IL,Timna F2,smelting site,smelting site,1
31.6108,34.7853,IL,Tel Erani,settlement,settlement,9
31.6116,34.7853,IL,Tell Areini,settlement,settlement,1
29.7801,34.9566,IL,Timna,smelting site,smelting site,3
32.6094,34.9178,IL,Dor/Tantura lagoon,settlement,settlement,22
31.45,35.3833,IL,Ein Gedi,settlement,settlement,20
32.0201,34.9489,IL,Tel Bareket,settlement,settlement,3
33.0209,35.149,IL,Kabri,settlement,settlement,9
30.0018,34.9527,IL,Tor Hamar (C or J431),rock shelter,rock shelter,1
31.565,34.8489,IL,Lachish,settlement,settlement,45
32.7789,35.6594,IL,Hippos (Sussita),settlement,settlement,3
33.087,35.5792,IL,Ain Mallaha,settlement,settlement,9
32.6641,35.1083,IL,Tell Yokneam,settlement,settlement,17
32.1014,34.7941,IL,Tel Qasile,settlement,settlement,11
31.6997,34.8469,IL,Tell es-Safi,settlement,settlement,37
32.6174,34.9164,IL,Tel Dor,settlement,settlement,21
30.73,34.8,IL,Nahal Ha’Elah,fortress,fortress,1
31.859,34.919,IL,Gezer,settlement,settlement,1
32.98,35.35,IL,Peqi'in cave,cave,cave,23
29.7678,34.9689,IL,Timna 27,smelting site,smelting site,2
29.8078,34.9989,IL,Timna 18,smelting site,smelting site,1
29.7877,34.9879,IL,Timna S19,smelting site,smelting site,1
29.7778,34.9789,IL,Timna 30,smelting site,smelting site,1
30.84,34.77,IL,Nahal Zin,cave,cave,2
30.5072,34.5531,IL,Abu Salem,settlement,settlement,10
32.6547,35.0725,IL,Rakefet cave,cave,cave,3
32.8731,35.1508,IL,Tell Keisan,settlement,settlement,9
32.91,35.630556,IL,Bethsaida,settlement,settlement,2
32.8809,35.5033,IL,Amud cave,cave,cave,7
32.8508,35.6497,IL,Tell Hadar,settlement,settlement,15
31.6964,34.9567,IL,Khirbet Qeiyafa,settlement,settlement,31
31.1999,34.6639,IL,Nahal Sekher,camp site,camp site,1
30.9477,34.4002,IL,Shluhat Qeren II,settlement,settlement,1
32.5583,34.9373,IL,Kebara cave,cave,cave,2
32.052222,34.753056,IL,Jaffa,settlement,settlement,21
31.613097,34.898297,IL,Eleutheropolis,settlement,settlement,1
30.6732,35.2515,IL,Nahal Neqarot,settlement,settlement,1
32.920089,35.218264,IL,Hayonim cave,cave,cave,5
32.7006,35.5599,IL,Tel 'Ali,settlement,settlement,8
31.7003,34.9357,IL,Tell Azekah,settlement,settlement,14
32.643889,35.114722,IL,Tell Qiri,settlement,settlement,1
32.9213,35.0878,IL,Tel Akko (Acre),settlement,settlement,9
32.6706,34.9653,IL,al-Wad cave,cave,cave,33
29.916667,34.966667,IL,Nahal Issaron,settlement,settlement,32
29.93,34.94,IL,‘Uvda 17,settlement,settlement,2
29.832525,35.032476,IL,Samar East,desert kite,desert kite,3
31.206,35.2264,IL,Nahal Lahat,cave,cave,4
31.7457,34.9866,IL,Beth Shemesh,settlement,settlement,24
32.5846,35.1835,IL,Megiddo (Tell al-Mutesellim),settlement,settlement,124
31.6292,34.8303,IL,Tel Zayit,settlement,settlement,8
31.7789,34.8499,IL,Tell Miqne (Ekron),settlement,settlement,16
29.9397,34.9404,IL,Uvda Valley,camp site,camp site,2
30.900979,34.456166,IL,Nahal Rut XVII,settlement,settlement,1
31.593056,34.898333,IL,Maresha,settlement,settlement,4
31.74083,34.832289,IL,Tel Harasim,settlement,settlement,1
31.02594,35.064767,IL,Mamshit (Kurnub),settlement,settlement,2
29.949353,34.984972,IL,‘Uvda 124/IV,habitation,habitation,9
29.946534,34.995604,IL,‘Uvda 166,habitation,habitation,3
29.952,34.9738,IL,‘Uvda 9,habitation,habitation,7
29.7111,34.9791,IL,Be'er Ora,settlement,settlement,5
29.8956,35.0601,IL,Yotvata 6,settlement,settlement,2
32.75,35.35,IL,Kafr Kanna,settlement,settlement,1
31.3156,35.3539,IL,Masada,fortress,fortress,2
32.5,35.5,IL,Beth Shean,settlement,settlement,29
32.127033,34.895411,IL,Nahal Qanah,cave,cave,10
31.0667,35.0333,IL,Har Dimon,settlement,settlement,3
31.7488,35.0072,IL,Horvat 'Illin Tahtit,settlement,settlement,9
32.503611,35.457222,IL,Tel 'Amal,settlement,settlement,1
31.7524,35.182,IL,Nahal Refaim (Manahat),settlement,settlement,8
32.901138,35.169214,IL,Horbat 'Uza,settlement,settlement,1
31.951944,34.888056,IL,Neve' Yereq (Lod),settlement,settlement,3
30.794,34.773,IL,Horvot Avedat,settlement,settlement,7
30.7677,35.2802,IL,Hazeva,settlement,settlement,14
32.5,34.891667,IL,Caesarea Maritima,settlement,settlement,12
29.67532,35.01492,IL,Evrona,settlement,settlement,1
30.9,34.9,IL,Jebel Adida,mine,mine,1
30.2,34.9,IL,Wadi Marra,desert kite,desert kite,1
29.62556,34.93653,IL,Naḥal Shehoret,settlement,settlement,1
29.56939,34.935993,IL,Har Shahmon,desert kite,desert kite,1
33.028611,35.394444,IL,Sa'sa',settlement,settlement,2
31.244722,34.840833,IL,Tel Be'er Sheva,settlement,settlement,1
32.745556,35.278611,IL,Zippori,settlement,settlement,1
30.61,34.77,IL,Hagamal,settlement,settlement,1
30.75343,35.25296,IL,Naḥal Shahaq,settlement,settlement,1
31.9967,34.9428,IL,Shoham,settlement,settlement,3
32.3175,34.969444,IL,Nahal Te'enim,settlement,settlement,1
31.897964,34.808122,IL,Khirbet Deiran (Rehovot),settlement,settlement,1
32.718,35.5719,IL,Tel Bet Yerah,settlement,settlement,18
30.7756,34.5736,IL,Beer Resisim,settlement,settlement,3
32.0255,34.9678,IL,Khirbet Hani (west),settlement,settlement,3
30.7952,34.8495,IL,Ein-Ziq,settlement,settlement,11
31.9333,34.7064,IL,Palmahim Quarry,cemetery,cemetery,1
31.7083,34.975,IL,Tel Yarmuth,settlement,settlement,38
29.92,34.92,IL,‘Uvda 16,settlement,settlement,2
29.925,34.925,IL,‘Uvda 96/III,settlement,settlement,1
32.91,35.78,IL,"Silo Site, Golan",,,1
29.945024,34.964264,IL,Uvda 5,habitation,habitation,1
29.944331,34.972881,IL,Uvda 21,habitation,habitation,1
29.9047,34.9997,IL,Shaharut IV,settlement,settlement,4
31.7647,34.9996,IL,Hartuv,settlement,settlement,2
32.800833,35.019167,IL,Tell Abu Hawam,settlement,settlement,2
31.7615,35.2065,IL,Givat ha'Oranim,settlement,settlement,3
30.906074,34.775165,IL,Nahal Boqer 66,settlement,settlement,7
31.715968,34.984652,IL,Khirbat el-‘Alya,settlement,settlement,3
32.996011,35.275208,IL,Kfar Vradim,settlement,settlement,2
32.644722,35.120833,IL,Hazorea,settlement,settlement,2
32.76212,35.411237,IL,Horvat Qishron,settlement,settlement,1
32.733333,35.05,IL,Raqefet cave,cave,cave,9
31.4125,34.5342,IL,Qubur al-Walayida,settlement,settlement,21
32.879042,35.22867,IL,Rosh Zayit,settlement,settlement,5
32.605556,35.334444,IL,Sulem,settlement,settlement,3
32.487149,35.093808,IL,El-Ahwat,settlement,settlement,4
32.0833,34.8833,IL,Aphek,settlement,settlement,2
30.9193,34.8562,IL,Atar Haroa,settlement,settlement,16
29.831193,35.016355,IL,Samar kites,desert kite,desert kite,3
30.585127,34.782299,IL,Pitam,desert kite,desert kite,2
37.66613,32.82814,TR,Çatalhöyük East,central anatolia,central anatolia,866
36.92,38.02,TR,Akarçay Tepe,settlement,settlement,94
40.1718,28.7277,TR,Aktopraklik,settlement,settlement,6
40.14,35.03,TR,Alaca Höyük,,,8
36.5493,31.9999,TR,Alanya,settlement,settlement,4
39.51,35.11,TR,Alisar Höyük,,,3
37.7092,28.7236,TR,Aphrodisias,,,25
38.36,38.35,TR,Arslantepe,settlement,settlement,432
38.3497,34.2295,TR,Asikli Höyük,central anatolia,central anatolia,294
37.4,30.48,TR,Bademagaci,settlement,settlement,32
40.21,29.53,TR,Barcin,,,47
39.9154,26.151,TR,Besik-Yassitepe,settlement,settlement,63
40.0216,34.6093,TR,Bogazköy,settlement,settlement,93
38.41,38.75,TR,Cafer,,,22
37.25,33.37,TR,CanHasan I,,,29
37.65,32.81,TR,Çatalhöyük Environmental,central anatolia,central anatolia,14
38.21,39.72,TR,Cayönü,,,104
37.931,27.352,TR,Cukurici,,,49
39.8492,30.2691,TR,Demircihöyük,settlement,settlement,182
40.1666,29.9833,TR,Demircihöyük-Sariket,cemetery,cemetery,8
41.8214,27.7672,TR,Demirkoy,settlement,settlement,5
41.0833,47.8833,TR,Demirköy,,,3
39.04,38.75,TR,Fatmali-Kalecik,,,3
36.9955,37.9777,TR,Fistikli Höyük,se anatolia,se anatolia,54
37.1,36.72,TR,Gedikli,settlement,settlement,22
38.23,39.96,TR,Girikihaciyan,settlement,settlement,12
37.22,38.92,TR,Göbekli Tepe,settlement,settlement,120
41.8798,34.1948,TR,Göltepe,settlement,settlement,51
39.6562,31.9922,TR,Gordion,grave (mound),grave (mound),17
37.55,38.57,TR,Gritille,settlement,settlement,83
37.7265,41.8229,TR,Gusir Höyük,settlement,settlement,35
38.4,34.18,TR,Güvercinkayasi,central anatolia,central anatolia,74
37.57,30.07,TR,Hacilar,settlement,settlement,49
40.434,29.215,TR,Hacilartepe,settlement,settlement,33
37.06,37.99,TR,Hacinebi,settlement,settlement,117
38.23,41.25,TR,Hallan Cemi,,,57
37.9177,30.7084,TR,Harmanoren,,,6
37.73,41.43,TR,Hasankeyf Höyük,settlement,settlement,69
37.84,38.96,TR,Hassek Höyük,settlement,settlement,103
37.48,38.33,TR,Hayaz Höyük,settlement,settlement,18
40.7,26.09,TR,Hoca Cesme,,,28
41.64,35.86,TR,Ikiztepe,settlement,settlement,64
40.4686,29.2866,TR,Ilipinar,marmara,marmara,280
40.5,33.75,TR,Inandik,settlement,settlement,3
36.32,36.5,TR,Judaidah,,,7
37.06,30.55,TR,Karain B,,,59
36.75,30.0,TR,Karatas Semayük,settlement,settlement,20
37.12,38.86,TR,Kazane,,,9
37.7838,40.8074,TR,Kenan Tepe,settlement,settlement,41
37.8135,34.9208,TR,Kestel / Sarituzla Madeni,mine,mine,19
37.8144,40.9838,TR,Körtik Tepe,tell mou,tell mou,96
38.63,39.55,TR,Korucu,,,22
37.83,34.6,TR,Kösk Höyük,settlement,settlement,36
37.48,38.48,TR,Kumartepe,settlement,settlement,4
36.32,36.53,TR,Kurdu,,,3
37.61,30.15,TR,Kurucay Höyük,,,19
40.26,29.51,TR,Mentese,,,24
36.98,38.0,TR,Mezraa Teleilat,se anatolia,se anatolia,99
37.58,38.65,TR,Nevalı Çori,,,42
38.61,39.49,TR,Norsuntepe,settlement,settlement,243
37.48,33.03,TR,Pinarbasi A,plein air,plein air,27
37.49,33.04,TR,Pinarbasi B,,,9
39.03,38.75,TR,Sakyol,,,10
39.8503,26.144,TR,Sivritepe,,,14
39.9937,41.5223,TR,Sos Höyük,settlement,settlement,118
36.2378,36.3847,TR,Tell Açana,settlement,settlement,2
36.3,36.3,TR,Tell Kurdu,settlement,settlement,30
37.42,38.83,TR,Titris Höyük,settlement,settlement,45
39.9571,26.2386,TR,Troia,,,178
37.04,37.85,TR,Turlu,settlement,settlement,5
40.124,25.706,TR,Ugurlu,settlement,settlement,25
38.49,27.33,TR,Ulucak,,,47
41.08,28.73,TR,Yarimburgaz,,,24
39.6528,31.6631,TR,Yassi Höyük Gordion,,,8
37.15,38.79,TR,Yeni Mahalle,settlement,settlement,3
38.4411,27.2143,TR,Yesilova,,,2
36.79,34.6,TR,Yumuktepe,settlement,settlement,112
37.65,32.82,TR,Catalhyk East,settlement,settlement,196
39.87,30.36,TR,Demircihyk,,,167
38.66,39.46,TR,Tepecik,,,1
38.64,39.43,TR,Tlintepe,settlement,settlement,20
36.04,35.99,TR,cgiz Cave,,,28
38.2333333333,41.25,TR,Hallan Çemi Tepesi,settlement,settlement,126
37.65,32.81666667,TR,Catalhoyuk,,,25
39.851512,30.277433,TR,Demircihuyuk-Sariket,,,10
41.718618,27.218452,TR,Kanlıgeçit,settlement,settlement,45
39.957222,26.238611,TR,Troja,settlement,settlement,10
36.88,30.7,TR,Okuzini,,,50
37.02,35.93,TR,Ucagizli Magara,cave,cave,16
37.4762,38.6761,TR,Titriş Höyük,settlement,settlement,6
40.1238,25.7084,TR,Uğurlu Höyük,settlement,settlement,43
37.097,37.873,TR,Tilbes Höyük,settlement,settlement,8
37.263,33.331,TR,Can Hasan I,settlement,settlement,16
37.77,31.68,TR,Erbaba Höyük,settlement,settlement,4
37.119722,38.846111,TR,Kazane Höyük,settlement,settlement,5
37.4939,33.0171,TR,Pinarbasi,cave,cave,26
37.003889,35.745278,TR,Sirkeli Höyük,settlement,settlement,26
37.558411,36.874466,TR,Tilbeşar Höyük,settlement,settlement,3
36.9,37.9,TR,Yarim Höyük,settlement,settlement,2
39.6767,35.1433,TR,Çadir Höyük,settlement,settlement,19
37.4504,29.5077,TR,Sagalassos,settlement,settlement,13
40.2722,29.5759,TR,Barcin Höyük,settlement,settlement,63
38.4112,33.8357,TR,Acemhöyük,settlement,settlement,8
40.194222,39.909748,TR,Büyüktepe Höyük,settlement,settlement,10
36.2677,36.586,TR,Tell al-Judaidah,settlement,settlement,3
41.7217,27.2253,TR,Asagi Pinar,settlement,settlement,68
39.9575,26.2389,TR,Hisarlik (Troy),settlement,settlement,340
40.7061,26.1336,TR,Hoca Çesme,settlement,settlement,31
37.264,33.328,TR,Can Hasan III,settlement,settlement,42
39.606111,35.261389,TR,Alişar Hüyük,settlement,settlement,1
37.4565,30.5899,TR,Höyücek Höyük,settlement,settlement,18
40.634571,34.178943,TR,Derekutuğun,mine,mine,27
40.2341,34.6956,TR,Alacahöyük,settlement,settlement,8
37.089,30.576,TR,Öküzini cave,cave,cave,55
38.2845,34.5758,TR,Kömürcü-Kaletepe,settlement,settlement,6
41.861949,32.91697,TR,Okçular Kale İni,settlement,settlement,2
38.2164,39.7264,TR,Çayönü,settlement,settlement,84
41.0753,28.7414,TR,Yarimburgaz cave,cave,cave,7
40.4683,29.3091,TR,lipinar,settlement,settlement,1
40.3205,29.5255,TR,Mentese Höyük,settlement,settlement,11
38.8576,38.9342,TR,Fatmali Kalecik,settlement,settlement,1
38.1722,34.4938,TR,Tepecik (Makaraz Tepe),settlement,settlement,31
38.6413,39.5243,TR,Korucutepe,settlement,settlement,34
37.0778,30.5708,TR,Karain cave,cave,cave,14
39.916,26.1532,TR,Besik-Sivritepe,settlement,settlement,4
37.6424,30.166,TR,Kuruçay Höyük,settlement,settlement,43
37.5183,38.6056,TR,Nevali Çori,settlement,settlement,60
38.325,26.7668,TR,Limantepe,settlement,settlement,1
39.655,31.994167,TR,Yassi Höyük (Gordion),settlement,settlement,78
41.1,28.95,TR,Yenikapi,settlement,settlement,4
39.70885,26.159917,TR,Besiktepe,settlement,settlement,8
40.1581,34.773,TR,Eskiyapar,settlement,settlement,1
37.3526,31.9298,TR,Suberde (Görüklük Tepe),settlement,settlement,18
39.3337,31.583,TR,Istikhal Bage,settlement,settlement,10
37.777296,37.777296,TR,Hirbemerdon Tepe,settlement,settlement,6
39.333889,31.584444,TR,Pessinus,settlement,settlement,8
37.5147,34.5811,TR,Porsuk Hüyük,settlement,settlement,6
38.4411,27.2115,TR,Yesilova Höyük,settlement,settlement,1
38.4161,38.7531,TR,Cafer Höyük,settlement,settlement,33
37.4987,30.9975,TR,Xanthos,settlement,settlement,1
38.2598,34.4283,TR,"Kizil Kilise, Sivrihisar",standing building,standing building,1
37.0675,37.758,TR,Sehzade Höyük / Turlu,settlement,settlement,1
41.0086,28.9802,TR,"Istanbul, Santa Sophia",settlement,settlement,7
38.92,38.83,TR,Pulur-Sakyol,settlement,settlement,6
40.9975,28.850556,TR,Bahçelievler,burial (mound),burial (mound),1
39.362778,33.786667,TR,Kaman-Kalehöyük,settlement,settlement,30
39.9139,32.8025,TR,Degirmentepe,settlement,settlement,2
36.480495,33.54787,TR,Kilise Tepe,settlement,settlement,54
38.164641,27.144659,TR,Bakla Tepe,settlement,settlement,3
37.463017,38.482235,TR,Lidar Höyük,settlement,settlement,4
36.2475,36.376389,TR,Tell Tayinat,settlement,settlement,49
39.581,29.8635,TR,Seyitömer Höyük,settlement,settlement,2
39.04602,27.01797,TR,Yeni Yeldeğirmentepe,settlement,settlement,8
39.0234,34.8293,TR,Topakli,settlement,settlement,1
37.8409,40.8935,TR,Salat Camii Yani,settlement,settlement,22
37.839588,40.901733,TR,Salat Tepe,settlement,settlement,4
37.529444,41.832361,TR,Boncuklu Tarla,settlement,settlement,3
37.52285,41.84062,TR,Çemka Höyük,settlement,settlement,2
37.930931,27.306318,TR,Arvalya Höyük,settlement,settlement,4
37.937545,34.380696,TR,Kınık Höyük,settlement,settlement,5
39.812995,35.052539,TR,Uşaklı Höyük,settlement,settlement,3
39.476946,44.249226,TR,Köhne Shahar,settlement,settlement,2
40.400845,33.455705,TR,Hisarcık Köyü,mine,mine,1
40.462475,38.093307,TR,Koyulhisar Kurşunlu Koyu,mine,mine,1
40.873,35.462,TR,"Merzifon, Bakirçay",mine,mine,1
40.875,35.464,TR,"Merzifon, Büklüce Köyü",mine,mine,1
40.874,35.463,TR,"Merzifon, SuLUalak Deresi",mine,mine,1
39.696389,39.646667,TR,Altıntepe,settlement,settlement,1
40.533562,36.414898,TR,Kozlu Eski Gümüşlük,mine,mine,1
36.1167,36.2333,TR,Ucagizli cave,,,3
35.993,35.988,TR,Achel De Waag,,,4
36.7669,29.9831,TR,Karatas-Semayük,,,1
37.6663,32.8229,TR,ÔøΩatalhÔøΩyÔøΩk West,,,7
40.019722,34.615278,TR,Bogazköy-Büyükkaya,,,1
37.2231,38.9225,TR,GÔøΩbekli Tepe,,,5
27.5,49.22,SA,Abu Khamis,settlement,settlement,9
26.94,49.71,SA,Dosariyah,,,6
27.21,49.32,SA,Khursaniyah,,,2
18.76,50.26,SA,NO Aramco camp G-2554,camp site,camp site,3
25.36,49.75,SA,Qannas,settlement,settlement,9
16.41,42.76,SA,Sihi,,,3
20.25,44.87,SA,Site 211-4B,,,4
20.38,45.2,SA,Site 212-44,,,2
17.16,42.41,SA,"Site 217-174, 2",,,3
17.1,42.42,SA,"Site 217-175, 1",,,2
16.83,42.41,SA,Site 217-91,,,6
24.06,47.18,SA,Site 203-207,,,8
22.11,46.71,SA,Site 212-63,,,2
26.4635,39.5018,SA,Jebel Qattar 101,settlement,settlement,2
26.791667,37.952778,SA,Mada'in Saleh,settlement,settlement,1
26.94,37.57,SA,IDIHA-F-0000132,grave,grave,4
17.1667,42.3833,SA,Sabya Qadim,settlement,settlement,1
16.5621,42.7258,SA,"Sihi, Tihama",camp site,camp site,4
28.02,40.94,SA,Jubbah,cairn,cairn,4
27.8886,40.799,SA,Jebel Oraf 200,hearth site,hearth site,1
27.902,40.803,SA,Jebel Oraf 108,cairn,cairn,1
27.91036,40.806399,SA,Jebel Oraf 2,settlement,settlement,9
26.44,38.76,SA,IDIHA-F-0011166,grave,grave,2
25.720299,39.226155,SA,Khaybar Oasis,tomb,tomb,6
27.8997,40.789,SA,Jebel Oraf 115,rock shelter,rock shelter,8
20.0,50.0,SA,Wadi al-Ghira 16,camp site,camp site,1
15.1,42.9,YE,Ash-Shumah,,,3
14.68,43.05,YE,Gahabah-1,,,6
15.31,47.08,YE,Hayd al Ghalib,,,2
15.59,50.4,YE,Hyrax midden 2000-1,settlement,settlement,23
15.6,50.4,YE,"Hyrax midden 2000-23a, 2",settlement,settlement,4
15.37,42.8,YE,Ibn Abbas-4,,,3
15.39,47.04,YE,Khushum Rumayyid,settlement,settlement,4
15.59,50.41,YE,Khuzma as-Shumlya Rockshelters,,,18
13.56,44.98,YE,"MK, Sada",settlement,settlement,3
15.29,42.86,YE,Qummah-3,,,3
15.26,42.85,YE,Qummah-4,,,3
15.22,42.94,YE,Surdud-1,,,7
15.61,50.36,YE,Wadi Sana Cave I,cave,cave,7
14.35,44.71,YE,"Sedd Adh-Dhraa II, 1",settlement,settlement,6
15.2,42.94,YE,Surdud-1 n,,,1
15.622555,49.366064,YE,Manayzah,settlement,settlement,5
16.358072,49.581102,YE,HDOR 419,settlement,settlement,8
