lat,lon,country,site_name,site_type,feature_type,n_dates
50.355,8.766,DE,Schwalheim,settlement,settlement,4
53.7301,13.4428,DE,Schwanbeck,single grave,single grave,5
49.918,10.1418,DE,Schwanfeld,settlement,settlement,137
50.0833,8.5833,DE,"Schwanheim, Riedwiesen",miscellaneous,miscellaneous,3
49.3849,8.5731,DE,Schwetzingen,,,4
54.0515,10.4117,DE,Seedorf,camp,camp,22
54.0292,10.5037,DE,Seedorf LA 296,settlement,settlement,15
54.031,10.5086,DE,"Seedorf-(""""Furthberg"""") LA 245",settlement,settlement,40
47.7462,9.2215,DE,Seefeld-Nachtweid,,,4
48.1,9.65,DE,"Seekirch, Achwiesen",settlement,settlement,51
47.8828,9.1399,DE,Selgetsweiler,,,16
48.9167,12.2833,DE,Sengkofen,settlement,settlement,4
53.6667,13.119,DE,Serrahn,collective grave,collective grave,9
53.6559,12.3772,DE,Serrahn 2,dolmen,dolmen,4
48.4764,8.9549,DE,Siebenlinden,settlement,settlement,76
48.0817,9.6167,DE,Siedlung Forschner,settlement,settlement,220
54.2667,11.05,DE,Siggeneben,settlement,settlement,87
54.267,11.05,DE,Siggeneben LA12,settlement,settlement,19
47.7602,8.8285,DE,Singen-Offwiesen,,,4
48.983,12.0361,DE,Sinzing-Minoritenhof,,,15
47.7925,9.1023,DE,Sipplingen,settlement,settlement,37
47.6812,9.21,DE,Staad-HÃ¶rlepark,,,1
47.6855,9.2081,DE,Staad-Hohenegg,,,20
53.3627,8.8886,DE,Steden,gallery grave,gallery grave,4
47.7983,8.9185,DE,SteiÃŸlingen,,,4
50.4,2.7607,DE,Steinfürth 2,,,3
53.8666,11.9,DE,Steinhagen,,,6
53.6,10.2166,DE,Stellmoor,,,79
51.9969,11.5726,DE,Stemmern,single grave,single grave,16
48.8183,12.8147,DE,Stephansposching-Marterläcker,,,4
53.8725,13.5606,DE,Stolpe 11,single grave,single grave,4
53.3167,14.2833,DE,Storkow,single grave,single grave,3
51.057,11.047,DE,Stotternheim,single grave,single grave,24
54.3187,13.0919,DE,Stralsund 225 - Mischwasserspeicher,settlement,settlement,20
48.8827,12.529,DE,Straubing-Lerchenhaid,settlement,settlement,33
51.1667,10.9833,DE,Straußfurt,settlement,settlement,5
48.671,15.602,DE,Strögen,settlement,settlement,18
48.8055,9.2253,DE,Stuttgart-Bad Cannstatt,,,2
54.7,9.667,DE,Südensee,,,26
54.7032,9.6697,DE,Südensee-Damm,settlement,settlement,36
52.2281,10.9039,DE,Süpplingen,settlement,settlement,4
49.6531,10.0247,DE,Täckelhausen,double burial,double burial,6
49.0826,9.186,DE,Talheim,settlement,settlement,38
48.05,9.6333,DE,Taubenried,settlement,settlement,4
49.6108,9.6743,DE,Tauberbischofsheim-Dittigheim,single grave,single grave,34
49.6247,9.6628,DE,Tauberbischofsheim-Gärtnerei Scheuermann,single grave,single grave,36
48.0761,9.5441,DE,Taubried,open-air,open-air,6
48.932,12.259,DE,Tiefbrunn,,,6
53.9923,11.3725,DE,Timmendorf,settlement,settlement,82
53.9925,11.3711,DE,Timmendorf-Nordmole II,settlement,settlement,31
54.0089,11.3675,DE,Timmendorf-Tonnenhaken,,,13
51.7895,12.4269,DE,"Torrino-Mezzocammino, site 2",,,2
49.9311,8.4325,DE,Trebur Cemetery,single grave,single grave,140
48.7422,12.6665,DE,Trieching,single grave,single grave,3
52.5,6.8833,DE,Uelsen,single grave,single grave,4
51.3667,14.5167,DE,Uhyst,settlement,settlement,4
48.3984,9.9916,DE,Ulm,single grave,single grave,6
48.3634,9.879,DE,Ulm-Eggingen,settlement,settlement,100
51.9167,11.5333,DE,Unseburg,grave (inhumation),grave (inhumation),9
48.17,10.814,DE,Untermeitingen,grave (inhumation),grave (inhumation),4
47.7138,9.2416,DE,Unteruhldingen-Bayenwiesen,,,8
51.66,11.53,DE,Unterwiederstedt,,,2
50.6904,11.6417,DE,"Urdhohle, Dobritz",,,3
50.3333,8.5333,DE,Usingen,enclosure,enclosure,38
48.85,9.2167,DE,Viesenhäuser Hof,single grave,single grave,60
52.1,11.7833,DE,Wahlitz,settlement,settlement,4
51.5215,9.9293,DE,"Walkemühle, Göttingen",,,2
51.3597,12.0702,DE,"Wallendorf, Hutberg",enclosure,enclosure,21
47.7337,9.1695,DE,Wallhausen-Ziegelhütte,,,96
53.3167,8.8833,DE,Wallhöfen,single grave,single grave,7
53.0274,10.5747,DE,Walmstorf,enclosure,enclosure,12
50.9,3.1321,DE,Wandersleben,non-megalithic chambered grave,non-megalithic chambered grave,5
47.6132,16.5433,DE,Wang,settlement,settlement,39
54.2667,10.7667,DE,Wangels LA505,settlement,settlement,144
48.4971,11.9203,DE,Wang-Ziegelberg,settlement,settlement,12
51.489,9.1432,DE,Warburg I,gallery grave,gallery grave,25
53.5167,12.6833,DE,Waren,single grave,single grave,4
53.574,13.391,DE,Warlin,,,4
52.0886,10.8372,DE,Watenstedt,settlement,settlement,11
51.0005,11.3027,DE,Weimar -Lützendorf,single grave,single grave,15
51.2,11.9667,DE,"Weißenfels, Eselsweg",settlement,settlement,18
48.896,11.8227,DE,Weltenburg-Arzberg,,,61
52.0455,10.5493,DE,"Werlaburgdorf """"Lietfeld"""" FStNr. 4",enclosure,enclosure,6
51.9667,4.1375,DE,Westeregeln,single grave,single grave,16
51.606,8.6529,DE,Wewelsburg I,gallery grave,gallery grave,5
50.0833,4.587,DE,"Wiesbaden, Hebenkies",settlement,settlement,2
52.9,8.4333,DE,Wildeshausen,single grave,single grave,4
50.7589,8.8534,DE,Wittelsberg,settlement,settlement,15
48.6167,10.4167,DE,Wittislingen,,,4
52.1225,10.6382,DE,"Wittmar """"Lappenberg"""" FStNr. 4",enclosure,enclosure,5
53.8185,10.3537,DE,Wolkenwehe LA 154,settlement,settlement,37
47.9,9.6167,DE,"Wolpertswende, Schreckensee",settlement,settlement,49
51.8167,11.9333,DE,Wulfen,single grave,single grave,4
52.4833,12.7833,DE,Zachow,settlement,settlement,4
50.1682,10.9639,DE,Zilgendorf,settlement,settlement,8
53.5878,13.221,DE,Zirzow 2 - Krappmühle,single grave,single grave,5
53.261,13.8483,DE,Zollchow,settlement,settlement,4
48.8322,9.1702,DE,Zuffenhausen,single grave,single grave,5
51.2167,12.3167,DE,Zwenkau-Harth,settlement,settlement,19
48.8,10.56,DE,Kleinsorheim,settlement,settlement,3
50.88,6.27,DE,Niedermerz 3,single grave,single grave,31
51.53,9.92,DE,Göttingen,,,1
50.96,6.55,DE,Rödingen,,,1
48.48,8.95,DE,Rottenburg a. N.,,,2
51.0561,6.57635,DE,Frimmersdorf 122,,,3
48.84,9.22,DE,"Stuttgart-Mühlhausen \""Viesenhäuser Hof\""",,,20
50.884,6.266,DE,Niedermerz 1,,,1
51.47,7.24,DE,Bochum-Altenbochum,,,1
50.98,6.39,DE,Titz-Hasselsweiler,,,4
48.9,9.21,DE,"Ludwigsburg \""Schlößlesfeld\""",,,3
50.3636,8.95833,DE,Ranstadt-Dauernheim,,,5
51.4,9.4,DE,"Calden \""Erdwerk\""",enclosure,enclosure,38
48.5839,12.5637,DE,"Rimbeck, Weißes Holz (enclosure)",,,5
51.93,10.95,DE,"Aspenstedt, Großer Berg",single grave,single grave,5
50.07,8.17,DE,"Wiesbaden \""Hebenkies\""",,,1
51.83,11.19,DE,Ditfurt 2,collective burial,collective burial,4
49.53,10.03,DE,"Aub-Burgerroth, Altenberg",,,1
50.73,11.91,DE,Braunsdorf,,,1
51.94,11.42,DE,Egeln 25,,,1
53.47,9.59,DE,Grundoldendorf,,,1
48.4105,9.92306,DE,Blaustein-Ehrenstein,,,39
48.2803,9.651,DE,"Ehingen-Mühlen \""Felsställe\""",,,3
48.82,10.42,DE,"Riesbürg \""Ofnethöhle\""",,,8
49.0349,11.588,DE,Dietfurt a.d. Altmühl,,,15
50.3,8.79,DE,Bruchenbrücken,settlement,settlement,16
50.53,6.65,DE,"Mechernich-Weyer \""Kartstein\""",,,19
52.5,8.35,DE,Hude I,,,3
54.26,10.766,DE,Wangels,,,16
54.2973,10.8537,DE,Oldenburg Dannau,,,1
54.27,11.05,DE,Heringsdorf- Süssau,settlement,settlement,14
54.32,10.133,DE,Kiel-Ellerbek,,,9
54.6846,9.636,DE,Rüde LA2,settlement,settlement,12
54.7,9.6,DE,Satrup LA71,settlement,settlement,6
50.3914,8.89,DE,"Echzell \""Wannkopf\""",,,4
54.2563,10.1011,DE,Flintbek LA 3,,,64
52.133,10.706,DE,"Groß Vahlberg \""Mühlenberg\""",enclosure,enclosure,4
53.4716,9.58655,DE,Grundoldendorf 1,single grave,single grave,5
52.0522,10.5852,DE,Hornburg 25 (=Tempelhof),enclosure,enclosure,4
49.92,11.0881,DE,"Jungfernhöhle, Tiefenellern",rockshelter/cave,rockshelter/cave,3
48.53,8.92,DE,"Ammerbuch-Reusten \""Stützbrunnen\""",,,1
54.63,9.66,DE,Neukirchen-Bostholm,settlement,settlement,14
50.88,6.26,DE,Langweiler 8,settlement,settlement,18
52.72,12.0,DE,Niedergörne,settlement,settlement,3
52.2092,10.646,DE,Niedersickte 2 - Dormorgen,enclosure,enclosure,1
52.0516,10.5356,DE,Werlaburgdorf,,,2
52.1218,10.6379,DE,Wittmar,enclosure,enclosure,1
53.8182,10.3539,DE,Bad Oldesloe-Wolkenwehe LA 154,settlement,settlement,11
47.8145,9.03975,DE,Bodman-Löchle,,,3
48.1788,7.7136,DE,"Forchheim \""Lindenbrunnenbuck\""",,,4
47.6529,8.89693,DE,Öhningen-Orkopf,,,14
47.6812,9.20995,DE,Staad-Hörlepark,,,3
49.0375,11.5839,DE,"Dietfurt a.d.Altmühl, Stadt",settlement,settlement,45
48.6667,13.0833,DE,Künzing,settlement,settlement,48
52.458938,9.151683,DE,"Loccum, Hannover",,,3
51.6713308805012,9.90064501762358,DE,"Moringen-Großenrode ""14-Feldberg""",enclosure,enclosure,24
51.961245265542,11.43479347229,DE,Egeln Nord,single grave,single grave,2
50.446957,7.445977,DE,"Irlich, Neuwied",,,3
52.129695,11.628914,DE,Magdeburg 1,,,3
50.4,8.75,DE,Steinfurth 2,settlement,settlement,2
48.026826,8.864859,DE,Stetten a. d. Donau,single grave,single grave,2
51.294559,12.068818,DE,Durrenberg,,,3
51.804473,9.87144,DE,Einbeck 92,settlement,settlement,2
51.649709,14.025654,DE,Altdöbern; site: 16,settlement (pit),settlement (pit),6
52.546115,12.937138,DE,Wustermark; site: 22,grave,grave,1
51.708537,7.378073,DE,Olfen,grave (flat) cremation,grave (flat) cremation,4
51.441921,11.688878,DE,Stedten,grave,grave,1486
51.4244934166667,11.3393050833333,DE,Niederröblingen,,,24
48.316879,10.892068,DE,Haunstetten,grave (flat) inhumation,grave (flat) inhumation,87
47.762778,8.84,DE,Singen,grave,grave,50
53.45322,8.895555,DE,Appeln,hoard,hoard,2
51.764602,11.797888,DE,Baalberge,,,1
51.792086,11.141942,DE,bei Quedlinburg; site: VIII B6n,grave (flat) inhumation,grave (flat) inhumation,11
51.834688,10.86724,DE,Benzingerode OT Wernigerode; site: 4131,grave (flat) inhumation,grave (flat) inhumation,30
47.815245,9.037455,DE,Bodman-Schachen 1,settlement,settlement,10
52.135944,11.500701,DE,Niederndodeleben,grave,grave,2
53.253497,11.504062,DE,"Löddigsee, Parchim",cultural layer,cultural layer,11
53.494079,11.491871,DE,"Qualitz, Bützow",grave,grave,1
52.06,11.45001,DE,Schönebeck,grave (flat) inhumation,grave (flat) inhumation,24
51.497175,11.898551,DE,Halle-Dölauer Heide,grave,grave,14
48.533711,11.50221,DE,"Weltenburg-Arzberg, Wall 4",fortified settlement,fortified settlement,28
48.256023,10.089501,DE,Bellenberg,settlement,settlement,49
48.151396,11.853615,DE,Anzing,grave,grave,2
51.78156,11.765233,DE,"Bernburg, Roschwitz",grave,grave,1
51.824228,11.706742,DE,"Bernburg, Strenzfeld",grave,grave,1
49.588104,8.354359,DE,Bobenheim-Roxheim; site: Ernst-Roth Straße / Neubau Korz,grave (inhumation),grave (inhumation),2
53.29762,7.336529,DE,Boomborg/Hatzum,settlement,settlement,4
54.311292,9.806468,DE,Bredenbek Glinde,grave (mound),grave (mound),4
54.421229,9.633039,DE,Brekendorf,settlement (house),settlement (house),90
51.423555,11.674932,DE,Esperstedt; site: A 38,grave (flat) inhumation,grave (flat) inhumation,62
51.177996,11.851995,DE,Eulau; site: 4836 Gräberfeld 3,grave (flat) inhumation,grave (flat) inhumation,52
54.793743,9.446996,DE,Flensburg,grave,grave,6
51.312102,11.929545,DE,Frankleben; site: 4637,grave (flat) inhumation,grave (flat) inhumation,6
51.883768,14.651464,DE,Groß Gastrose; site: 9,grave,grave,4
51.766944,14.437514,DE,Groß Lieskow; site: Tagebauvorfeld Cottbus-Nord,miscellaneous,miscellaneous,4
51.943055556,9.9675,DE,Hohe Schanze,settlement,settlement,2
53.455217,9.500462,DE,Harsefeld; site: 44,grave (mound) cremation,grave (mound) cremation,2
51.60646,11.616475,DE,"Heiligenthal, Helmsdorf",miscellaneous,miscellaneous,9
52.178967,11.496284,DE,Hohenwarsleben; site: 8,grave,grave,4
52.981093,9.228359,DE,Holtebüttel; site: 19,grave (mound),grave (mound),8
51.83903,14.545744,DE,Horno; site: 32,miscellaneous,miscellaneous,7
54.765397,9.577269,DE,Husby,pit alignment (also fire),pit alignment (also fire),10
54.497213,9.483798,DE,Hüsby,grave (mound),grave (mound),4
53.209444444,8.2672222222,DE,Ipwegermoor,trackway,trackway,12
53.923448,13.337002,DE,Jarmen,pit alignment (also fire),pit alignment (also fire),3
51.813447,11.045839,DE,Jätchenberg; site: III B6n,grave (flat) inhumation,grave (flat) inhumation,4
51.250564,14.274174,DE,Jeßnitz,grave (flat) inhumation,grave (flat) inhumation,2
51.588275,7.659046,DE,Kamen,,,2
51.272122,11.656138,DE,Karsdorf; site: 4735,grave (flat) inhumation,grave (flat) inhumation,10
49.007466,12.027505,DE,Kleinprüfening; site: Buchschlag,grave (inhumation),grave (inhumation),2
51.746516,11.979041,DE,Köthen; site: Lohmanstr.,grave,grave,8
52.898877,9.30149,DE,Luttum,grave (mound),grave (mound),1
50.433333,10.316667,DE,Mellrichstadt,settlement,settlement,2
53.301622,12.618383,DE,Melz,hoard,hoard,10
48.431531,10.110066,DE,Nersingen-Leibi; site: Steinegert,grave (inhumation),grave (inhumation),4
51.424419,11.339413,DE,Niederröblingen; site: 100,settlement,settlement,133
51.425312,11.338118,DE,Niederröblingen; site: 101,grave (flat) inhumation,grave (flat) inhumation,41
51.355311,8.481273,DE,Olsberg,grave (cremation),grave (cremation),2
53.110554,11.887556,DE,Perleberg; site: Golm,settlement,settlement,2
51.626011,14.159273,DE,Petershainer Fließ; site: Pollenprofil,miscellaneous,miscellaneous,2
51.453317,11.546273,DE,Rothenschirmbach; site: A 38,settlement (pit),settlement (pit),22
51.379626,11.772664,DE,Schafstädt,grave,grave,17
51.104573,11.14529,DE,Schloßvippach,settlement,settlement,10
54.517084,9.47564,DE,Schuby,grave (cremation),grave (cremation),4
53.148989,11.991441,DE,Seddin,grave (mound) cremation,grave (mound) cremation,6
54.718325,9.670238,DE,Sörup,settlement,settlement,2
51.811221,11.218223,DE,Stobenberg; site: XII B6n,grave (flat) inhumation,grave (flat) inhumation,24
54.32956,8.671123,DE,"Tholendorf, Eiderstedt",settlement,settlement,2
51.497866,10.979866,DE,Uftrungen,cave,cave,4
48.09733,12.550296,DE,Unterbrunnham; site: Wagenau Hgl. 16,grave (mound) inhumation,grave (mound) inhumation,2
48.211975,9.401013,DE,Upflamör; site: Lautrieb Hgl. 11,grave (mound) inhumation,grave (mound) inhumation,4
49.867222,10.183283,DE,Vogelsburg/Volkach,settlement,settlement,4
51.670237,12.07873,DE,"Weissandt-Gölzau, Schwelwerk",grave,grave,2
52.921868,9.307591,DE,Weitzmühlen; site: 61,pyre location (ustrine),pyre location (ustrine),8
51.2168,12.330471,DE,Zwenkau,well,well,18
51.961322,11.3843,DE,Westeregeln; site: 5,grave,grave,1
51.278417,11.640467,DE,Wetzendorf,grave (flat) inhumation,grave (flat) inhumation,23
52.891666667,8.4888888889,DE,Wildeshausen; site: Katenbäker Berg,grave (mound),grave (mound),6
52.890145,8.45704,DE,Wildeshausen; site: Katenbäker Berg 2,grave (mound) cremation,grave (mound) cremation,2
51.659824,12.112344,DE,Zehmitz,hoard,hoard,4
51.60575,14.20569,DE,Kausche,grave (flat) cremation,grave (flat) cremation,14
52.459285,14.55471,DE,Klessin,settlement,settlement,2
50.983157,12.549812,DE,Altenburg,grave (mound),grave (mound),1
51.569895,13.57668,DE,Rückersdorf,grave (flat) cremation,grave (flat) cremation,14
51.755219,14.319753,DE,Cottbus,grave (flat) cremation,grave (flat) cremation,12
51.780457,14.39514,DE,Schöpsdorf,well,well,1
53.88279,8.64547,DE,Duhnen,enclosure,enclosure,8
52.753947,14.103877,DE,Rathsdorf,fortified settlement,fortified settlement,4
52.288227,14.572849,DE,Lossow,fortified settlement,fortified settlement,110
48.886952,12.559606,DE,Straubing-Kagers,grave (cremation),grave (cremation),2
47.837192,8.442712,DE,Ewattingen,grave (mound),grave (mound),14
48.888933,12.504302,DE,Rinkam,grave (inhumation),grave (inhumation),2
51.426563,10.933127,DE,Auleben,grave (inhumation),grave (inhumation),2
51.941108,11.432226,DE,"Bleckendorf, Egeln",grave (flat) inhumation,grave (flat) inhumation,1
52.755359,11.459403,DE,Brunau-Fuchsberge II (Braunsdorf),grave (cremation),grave (cremation),1
52.087933,10.846977,DE,"Watenstedt, Hünenburg",fortified settlement,fortified settlement,22
51.935147,11.418712,DE,"Egeln, Am Wasserturm",grave (inhumation),grave (inhumation),1
51.38585,11.866969,DE,Bad Lauchstädt,,,4
48.196131,9.157557,DE,Harthausen b. Feldhausen; site: Bühl Hgl. 1,grave,grave,6
52.820277778,8.4644444444,DE,Holzhausen; site: Gm. Wildeshausen,grave,grave,3
50.98441,11.51361,DE,"Kleinromstedt, Verbotener Weg",grave (inhumation),grave (inhumation),6
51.155866,11.190452,DE,"Orlishausen, Otterzunge",grave (inhumation),grave (inhumation),2
48.022002,8.872983,DE,Stetten an der Donau,grave (inhumation),grave (inhumation),2
48.886459,9.280876,DE,Remseck-Hochberg,grave,grave,2
48.256952,9.018417,DE,Tailfingen,grave,grave,10
51.673063,11.989974,DE,"Görzig, Reinsdorf",grave,grave,1
51.9333333,10.95,DE,"Aspenstedt, Gr. Berg",grave,grave,4
48.570211,10.429993,DE,Lauingen,grave,grave,4
53.235592,7.467991,DE,Leer,grave (cremation),grave (cremation),7
53.820952,11.21559,DE,Upahl,grave,grave,1
48.914161,11.890218,DE,Kehlheim,grave,grave,6
51.850217,13.600953,DE,Uckro,ditch,ditch,6
49.471431,6.474385,DE,Büschdorf,settlement,settlement,10
51.78459473,14.38197916,DE,Merzdorf,miscellaneous,miscellaneous,2
51.024088,11.027563,DE,"Erfurt-Gispersleben, Kleiner Roter Berg",settlement,settlement,6
51.359444,12.073333,DE,Wallendorf Hutberg,settlement,settlement,11
51.52148,10.543217,DE,Derenburg,,,2
48.418891,11.609802,DE,Bernstorfer Berg,settlement,settlement,6
49.616667,10.25,DE,Bullenheimer Berg,settlement,settlement,8
48.9,11.83333,DE,Weltenburg-Wurzberg,settlement,settlement,2
49.95999,10.51897,DE,Großer Knetzberg,settlement,settlement,6
50.149649,9.947459,DE,Schwedenschanze bei Elfershausen,settlement,settlement,2
51.5325,14.028333,DE,Burgwall von Senftenberg,fortified settlement,fortified settlement,2
51.751111,12.949167,DE,Burgwall Gerbisbach,fortified settlement,fortified settlement,2
51.43333,14.25,DE,Schöpfsdorf,well,well,4
53.161503,7.53087,DE,Collinghorst,grave (cremation),grave (cremation),4
50.8775,10.972222,DE,Ichtershausen,settlement (pit),settlement (pit),2
54.363161,13.247599,DE,Rothenkirchen,settlement,settlement,14
53.772697,11.589795,DE,Dämelow,settlement (house),settlement (house),6
51.981111,7.7825,DE,Telgte,grave (cremation),grave (cremation),28
51.954085,7.954041,DE,Neuwarendorf,grave,grave,30
51.504343,7.382548,DE,Oespeler Bach,grave (cremation),grave (cremation),36
51.183686,10.516963,DE,Höngeda,settlement (house),settlement (house),2
51.354031,11.842829,DE,Klobikau,settlement,settlement,37
52.271108,11.432764,DE,Haldensleben,miscellaneous,miscellaneous,20
51.601513,11.48913,DE,Hettstedt,grave (flat) inhumation,grave (flat) inhumation,17
51.655679,12.149675,DE,Löberitz,,,1
51.589359,11.660966,DE,Bösenburg,,,1
52.756669,11.85692,DE,Walsleben,,,1
51.400879,11.723232,DE,Dornstedt,grave (flat) inhumation,grave (flat) inhumation,4
51.513481,11.961108,DE,Halle-Trotha,grave (flat) inhumation,grave (flat) inhumation,8
51.792652,11.628068,DE,Osmarsleben,grave (flat) inhumation,grave (flat) inhumation,14
51.130525,12.206799,DE,Profen,grave (flat) inhumation,grave (flat) inhumation,12
48.241056,10.860863,DE,"Kleinaitingen,",grave (inhumation),grave (inhumation),68
48.26651,10.878163,DE,Königsbrunn,grave (inhumation),grave (inhumation),50
48.276073,10.849139,DE,Oberottmarshausen,grave (inhumation),grave (inhumation),42
48.249647,10.801803,DE,Wehringen,grave (inhumation),grave (inhumation),22
47.848622,8.763962,DE,Engen-Anselfingen,grave (inhumation),grave (inhumation),10
53.471105,9.029456,DE,Barchel,grave (flat) cremation,grave (flat) cremation,2
53.07722,9.359329,DE,Unterstedt,grave (flat) cremation,grave (flat) cremation,12
48.330395,10.899127,DE,Hugo-Eckener-Straße,grave (flat) inhumation,grave (flat) inhumation,3
53.708512,12.189237,DE,Bellin,,,2
51.234539,10.930731,DE,Clingen,grave,grave,2
51.126248,13.069247,DE,"Döbeln, Masten",,,2
51.507216,11.903124,DE,Dölauer Heide,grave (mound) inhumation,grave (mound) inhumation,1
51.940374,11.424606,DE,"Egeln 25, Schaefergraben",grave,grave,1
52.805921,8.455452,DE,Einen,pyre location (ustrine),pyre location (ustrine),2
51.228862,10.536039,DE,Grabe,grave,grave,2
51.848333,14.590552,DE,Grießen; site: 1,grave (flat) inhumation,grave (flat) inhumation,2
51.47971,11.96864,DE,Halle Gewerbegebiet,,,3
54.800776,9.386876,DE,Harrislee,,,1
53.150992,12.050866,DE,Horst,miscellaneous,miscellaneous,1
48.077341,9.396551,DE,Hundersingen; site: Weidenhang Hügel,grave (inhumation),grave (inhumation),2
53.433333,12.933333,DE,Kratzeburg,fortified settlement,fortified settlement,2
48.948127,12.220246,DE,Mangolding,grave (flat) inhumation,grave (flat) inhumation,4
48.375556,9.566667,DE,Mehrstetten; site: Oberes Häule Hgl. 2,grave,grave,2
51.460278,6.608333,DE,Moers,settlement (pit),settlement (pit),2
53.362959,13.170552,DE,Moosbruch; site: Zinow,miscellaneous,miscellaneous,2
49.440673,8.35747,DE,Mutterstadt; site: Auf dem Limburg,grave (inhumation),grave (inhumation),2
51.647419,14.08099,DE,Pritzen; site: 23,settlement,settlement,2
53.06252,7.783789,DE,Schwaneburger Moor; site:  Jever,hoard,hoard,1
51.157734,10.716476,DE,Sundhausen,,,2
47.636037,8.264565,DE,Tiengen; site: Eidöre / auf dem Buck Hgl. A,grave (mound) inhumation,grave (mound) inhumation,2
50.947975,11.093528,DE,Windischholzhausen,,,2
53.720277778,9.0811111111,DE,Wingst,settlement,settlement,2
51.743687,14.415143,DE,Hassow,well,well,2
51.764827,14.3333,DE,Wolkenberg,settlement,settlement,6
50.66207,8.75808,DE,Mainzlar/Schabenberg,grave (mound) cremation,grave (mound) cremation,1
53.187906,9.124765,DE,Wullenheide,grave,grave,6
50.996166,11.012413,DE,"Erfurt, nördlich der medizinischen Akademie",grave (inhumation),grave (inhumation),1
