name,lat,lon,type,classification,gc_distance_km,source,department,province,district,ubigeo,code
Corralones Sector 1,-16.413532405500003,-71.69389980700001,Sitio Arqueologico,site,346.43,MinCultura_BIP,,,,040124,
GEOGLIFO VISCACHERA SECTOR A Y B,-11.928427278125,-76.76451417,PAISAJE ARQUEOLOGICO,landscape,346.43,INGEMMET,,,,,ZA010197
Corralones Sector 2,-16.41175161857143,-71.69031922785715,Sitio Arqueologico,site,346.44,MinCultura_BIP,,,,040124,
Ushnuloma,-11.432793504,-75.7554706929999,Sitio Arqueologico,site,346.48,INC_GeoGPSPeru,junín,tarma,tarma,,
Cementerio 1 de Cerro Cancollo,-15.622190171666668,-70.13627535666667,Sitio Arqueologico,site,346.54,MinCultura_BIP,,,,211104,
Jubamarca,-11.454341466,-75.8002463079999,Sitio Arqueologico,site,346.54,INC_GeoGPSPeru,junín,tarma,tarma,,
Chullpa Cruz Pata 1,-15.642860043999999,-70.17590740799999,Sitio Arqueologico,site,346.58,MinCultura_BIP,,,,210104,
Apacheta 3,-16.428045117,-71.7197687079999,Sitio Arqueologico,site,346.58,INC_GeoGPSPeru,arequipa,arequipa,uchumayo,,
Anexo Cerro La Parra,-11.973077376,-76.86131277,Sitio Arqueologico,site,346.68,MinCultura_BIP,,,,150118,
Quinche,-11.4372264479999,-75.7686552149999,Sitio Arqueologico,site,346.69,INC_GeoGPSPeru,junín,tarma,tarma,,
Auquipuquio,-11.4498083799999,-75.7945590719999,Sitio Arqueologico,site,346.71,INC_GeoGPSPeru,junín,tarma,tarma,,
Hacienda La Trabada,-16.5573846839999,-71.9740650289999,Sitio Arqueologico,site,346.71,INC_GeoGPSPeru,arequipa,arequipa,vitor,,
Mausoleo Marca,-11.4320971669999,-75.7589796949999,Sitio Arqueologico,site,346.72,INC_GeoGPSPeru,junín,tarma,tarma,,
Cementerio Nievería,-11.992609558000002,-76.90365865599999,Monumento Arqueológico Prehispánico,monumental,346.78,MinCultura_BIP,,,,150118,
Huantinamarca,-12.083180469999999,-77.09042434800001,Sitio Arqueologico,site,346.8,MinCultura_BIP,,,,150136,
Casa Rosada,-12.081622134,-77.087273504,Zona Arqueologica,other,346.8,MinCultura_BIP,,,,150136,
HUACHIPA,-12.007553328465365,-76.93578331772287,ZONA ARQUEOLOGICA,other,346.85,INGEMMET,,,,,ZA008818
Tuncumo,-11.83514146,-76.58230102799999,Sitio Arqueologico,site,346.86,MinCultura_BIP,,,,150703,
Grabados de Puente Arena,-16.426941408,-71.7108447179999,Sitio Arqueologico,site,346.91,INC_GeoGPSPeru,arequipa,arequipa,uchumayo,,
La Era,-11.963757576111108,-76.84786251333334,Sitio Arqueologico,site,346.95,MinCultura_BIP,,,,150118,
TUNCUMO,-11.834801171999993,-76.58393874519999,SITIO ARQUEOLOGICO,site,346.98,INGEMMET,,,,,ZA007757
Arroba,-11.442345331,-75.7854812879999,Sitio Arqueologico,site,347.0,INC_GeoGPSPeru,junín,tarma,tarma,,
Cueva de Leon,-11.4476301889999,-75.7974589719999,Sitio Arqueologico,site,347.07,INC_GeoGPSPeru,junín,tarma,tarma,,
Camino Prehispánico Tramo Muilo,-11.437421588,-75.7769517339999,Sitio Arqueologico,pathway,347.08,INC_GeoGPSPeru,junín,tarma,tarma,,
Sector VI-B,-12.01118812,-76.94874606,Sitio Arqueologico,site,347.12,MinCultura_BIP,,,,150118,
Cerro Gallo,-12.014158332413793,-76.95540386965516,Sitio Arqueologico,site,347.14,MinCultura_BIP,,,,150132,
Mateo Salado Sector A,-12.066381879761902,-77.06288236357142,Sitio Arqueologico,site,347.14,MinCultura_BIP,,,,150101,
JULIO C TELLO,-12.071859621817175,-77.07410661935462,ZONA ARQUEOLOGICA MONUMENTAL,monumental,347.14,INGEMMET,,,,,ZA002448
Huayaricoj,-11.4303474139999,-75.7641725219999,Sitio Arqueologico,site,347.15,INC_GeoGPSPeru,junín,tarma,tarma,,
Independencia,-12.05985564888889,-77.05015960333333,Zona Arqueologica,other,347.18,MinCultura_BIP,,,,150105,
Casamachay,-11.4403016389999,-75.7854756539999,Sitio Arqueologico,site,347.21,INC_GeoGPSPeru,junín,tarma,tarma,,
El Arenal,-16.4261150439999,-71.7027949119999,Sitio Arqueologico,site,347.23,INC_GeoGPSPeru,arequipa,arequipa,uchumayo,,
Mateo Salado Sector B,-12.063984260000002,-77.060259228,Sitio Arqueologico,site,347.25,MinCultura_BIP,,,,150101,
Cementerio Cosio,-16.5722434219999,-71.9926165699999,Sitio Arqueologico,site,347.26,INC_GeoGPSPeru,arequipa,arequipa,vitor,,
Camino Inca,-12.072902059333334,-77.080428542,Paisaje Cultural Arqueologico,pathway,347.34,MinCultura_BIP,,,,150136,
Camino Prehispanico Cerro El Chivo,-12.024242138461538,-76.98039702846155,Paisaje Arqueológico,pathway,347.35,MinCultura_BIP,,,,150132,
Julio C. Tello,-12.068523513000002,-77.0719459655,Zona Arqueologica Monumental,monumental,347.37,MinCultura_BIP,,,,150121,
Pando 540,-12.071222662,-77.077749178,Elemento Arqueologico Aislado,isolated_element,347.38,MinCultura_BIP,,,,150121,
Maukallacta de Añavile,-15.861505888571429,-70.58587349,Sitio Arqueologico,site,347.44,MinCultura_BIP,,,,211103,
Pedreros,-12.004206842897196,-76.94196006551401,Zona Arqueologica Monumental,monumental,347.48,MinCultura_BIP,,,,150118,
Mateo Salado Sector C,-12.064107660000001,-77.065523536,Sitio Arqueologico,site,347.5,MinCultura_BIP,,,,150101,
La Luz 1 y 2,-12.066979489411764,-77.07218845705883,Zona Arqueologica,other,347.53,MinCultura_BIP,,,,150101,
Tres Palos,-12.073066989107142,-77.08499898892856,Zona Arqueologica Monumental,monumental,347.55,MinCultura_BIP,,,,150136,
Cahuide,-12.022620049999999,-76.98156769666664,Sitio Arqueologico,site,347.57,MinCultura_BIP,,,,150132,
Ancashmarca,-11.4479347409999,-75.8084053659999,Sitio Arqueologico,site,347.57,INC_GeoGPSPeru,junín,tarma,tarma,,
Fortaleza de Campoy,-12.018941912758622,-76.97549819517239,Sitio Arqueologico,monumental,347.64,MinCultura_BIP,,,,150132,
Los Gentiles,-16.758157505000003,-72.35547030833332,Sitio Arqueologico,site,347.66,MinCultura_BIP,,,,040207,
Cementerio y Chullpa Cosio,-16.5783598979999,-71.9967654189999,Sitio Arqueologico,site,347.66,INC_GeoGPSPeru,arequipa,arequipa,vitor,,
Huaca San Miguel Sector I,-12.0712572015,-77.08538680749997,Sitio Arqueologico,monumental,347.74,MinCultura_BIP,,,,150136,
Cajamarquilla,-11.986367792799998,-76.91071228900002,Monumento Arqueológico Prehispánico,monumental,347.75,MinCultura_BIP,,,,150118,
Huaca Cancha Sector A,-11.576686568888887,-76.0734836677778,Sitio Arqueologico,monumental,347.76,MinCultura_BIP,,,,120805,
Huaca 64 (20A),-12.067299378888888,-77.07814724888891,Sitio Arqueologico,monumental,347.79,MinCultura_BIP,,,,150136,
Cascashoko,-11.846660398000001,-76.62493857933333,Sitio Arqueologico,site,347.79,MinCultura_BIP,,,,150703,
Cosio Cementerio I,-16.5812345019999,-71.9990477779999,Sitio Arqueologico,site,347.83,INC_GeoGPSPeru,arequipa,arequipa,vitor,,
Huaca Cutimbo,-12.020617295714286,-76.9830000357143,Sitio Arqueologico,monumental,347.84,MinCultura_BIP,,,,150132,
Huaca Cruz Blanca,-12.069369892333334,-77.08359493200001,Zona Arqueologica Monumental,monumental,347.85,MinCultura_BIP,,,,150136,
Maranga Sector Huaca San Miguel - Subsector 2,-12.070167942058825,-77.08584097911766,Zona Arqueologica Monumental,monumental,347.87,MinCultura_BIP,,,,150136,
NN,-16.4273529629999,-71.6915076299999,Sitio Arqueologico,site,347.91,INC_GeoGPSPeru,arequipa,arequipa,uchumayo,,
Shauray,-11.831677298,-76.59735233199999,Sitio Arqueologico,site,347.94,MinCultura_BIP,,,,150703,
Huaca Culebras,-12.065525266,-77.077545042,Sitio Arqueologico,monumental,347.94,MinCultura_BIP,,,,150101,
Huaca Santa Rosa o Huaca Huerta Santa Rosa,-12.05919062125,-77.06476281375,Sitio Arqueologico,monumental,347.95,MinCultura_BIP,,,,150101,
Cerro Cumurane,-15.634426398333334,-70.13198591166667,Sitio Arqueologico,site,347.96,MinCultura_BIP,,,,211104,
Huaca 34,-12.06830333066667,-77.08426611666667,Sitio Arqueologico,monumental,347.98,MinCultura_BIP,,,,150136,
Muralla 55 E SubSector 1,-12.069915329090907,-77.08769793590909,Paisaje Arqueológico,landscape,347.99,MinCultura_BIP,,,,150136,
Huaca Corpus II,-12.06236995181818,-77.07206158636365,Sitio Arqueologico,monumental,347.99,MinCultura_BIP,,,,150101,
Maranga Sector Huaca 45,-12.069873356875002,-77.0886787975,Sitio Arqueologico,monumental,348.04,MinCultura_BIP,,,,150136,
Maranga Sector Huaca 43,-12.068778579999998,-77.08673827071429,Zona Arqueologica Monumental,monumental,348.06,MinCultura_BIP,,,,150136,
Huaca Cancha Sector C,-11.574480298333333,-76.07563038666666,Sitio Arqueologico,monumental,348.08,MinCultura_BIP,,,,120805,
Maranga Sector Huaca 47 A,-12.068713678750001,-77.08776624750001,Sitio Arqueologico,monumental,348.11,MinCultura_BIP,,,,150136,
Maranga Sector Huaca 48 A,-12.069339932857142,-77.08969777642858,Sitio Arqueologico,monumental,348.14,MinCultura_BIP,,,,150136,
Huaca Corpus I,-12.061759558333334,-77.07396629208334,Sitio Arqueologico,monumental,348.14,MinCultura_BIP,,,,150101,
Mangomarca Sector E,-12.016536193333332,-76.98133532499999,Sitio Arqueologico,site,348.16,MinCultura_BIP,,,,150132,
Maranga Sector Huaca y Muralla 46 - Subsector 2,-12.068754852857145,-77.08884959,Sitio Arqueologico,monumental,348.16,MinCultura_BIP,,,,150136,
Cerro Panti,-15.6352723575,-70.12826333125,Sitio Arqueologico,site,348.23,MinCultura_BIP,,,,211104,
Poronhuasi,-11.841786996666666,-76.62405679444443,Sitio Arqueologico,site,348.23,MinCultura_BIP,,,,150703,
Chullpa Ayrampuni,-15.656566309999999,-70.169548728,Sitio Arqueologico,site,348.24,MinCultura_BIP,,,,210104,
Huaca Palomino,-12.058809049999999,-77.07003702249999,Sitio Arqueologico,monumental,348.24,MinCultura_BIP,,,,150101,
Huaca Potosi,-12.064190862916668,-77.08132397916664,Zona Arqueologica,monumental,348.25,MinCultura_BIP,,,,150136,
Maranga Sector Huaca 47,-12.066994603999998,-77.087362673,Sitio Arqueologico,monumental,348.26,MinCultura_BIP,,,,150136,
Vilcasmarca,-11.354529308571427,-75.63342372857143,Sitio Arqueologico,site,348.26,MinCultura_BIP,,,,120702,
Mangomarca Sector B,-12.015053262307694,-76.98122735153844,Zona Arqueologica Monumental,monumental,348.3,MinCultura_BIP,,,,150132,
Maranga Sector Huaca 58 B - Subsector 1,-12.067012256206898,-77.08867366758619,Sitio Arqueologico,monumental,348.33,MinCultura_BIP,,,,150136,
SANTA CATALINA V,-11.615044926792242,-76.16380942939338,SITIO ARQUEOLOGICO,site,348.36,INGEMMET,,,,,ZA009574
Huaca 25,-12.06430282588235,-77.08464580117648,Monumento Arqueológico Prehispánico,monumental,348.4,MinCultura_BIP,,,,150136,
La Cruz,-11.839018866,-76.62217953000001,Sitio Arqueologico,site,348.41,MinCultura_BIP,,,,150703,
SANTA CATALINA VI,-11.615165923650977,-76.16519482794453,SITIO ARQUEOLOGICO,site,348.42,INGEMMET,,,,,ZA009505
Cementerio 2 de Cerro Panti,-15.638116148,-70.129780482,Sitio Arqueologico,site,348.43,MinCultura_BIP,,,,211104,
Marca,-11.4345132489999,-75.7991822659999,Sitio Arqueologico,site,348.45,INC_GeoGPSPeru,junín,tarma,tarma,,
Huaca Miguel Grau,-12.0620656759375,-77.081421485,Sitio Arqueologico,monumental,348.47,MinCultura_BIP,,,,150136,
Muralla Santiaguito,-12.06795216666667,-77.09377571916667,Sitio Arqueologico,site,348.48,MinCultura_BIP,,,,150136,
NIEVERIA PIRAMIDE,-11.975583230875346,-76.9039959781939,ZONA ARQUEOLOGICA,monumental,348.49,INGEMMET,,,,,ZA008827
Mangomarca Sector C,-12.013824898500003,-76.98265007,Zona Arqueologica,other,348.5,MinCultura_BIP,,,,150132,
Boyadero Cementerio,-16.5895098859999,-72.0018819809999,Sitio Arqueologico,site,348.5,INC_GeoGPSPeru,arequipa,arequipa,vitor,,
Huaca 26,-12.0636992625,-77.08567357083332,Monumento Arqueológico Prehispánico,monumental,348.51,MinCultura_BIP,,,,150136,
MAUSOLEO MARCA,-11.414014525698061,-75.75892898608312,SITIO ARQUEOLOGICO,site,348.52,INGEMMET,,,,,ZA005561
Condorhuain 1,-11.4584885609999,-75.84959699,Sitio Arqueologico,site,348.54,INC_GeoGPSPeru,junín,tarma,tarma,,
Huaca 23,-12.06198977851852,-77.08455837407408,Monumento Arqueológico Prehispánico,monumental,348.63,MinCultura_BIP,,,,150136,
Cementerio 1 de Cerro Panti,-15.63945554125,-70.12815843625,Sitio Arqueologico,site,348.65,MinCultura_BIP,,,,211104,
SANTA CATALINA VII,-11.612267112933525,-76.16430233695017,SITIO ARQUEOLOGICO,site,348.66,INGEMMET,,,,,ZA009541
Huaca Aramburú,-12.062110134285716,-77.08588730857143,Sitio Arqueologico,monumental,348.68,MinCultura_BIP,,,,150136,
Mangomarca Sector A,-12.012301621999999,-76.983751662,Sitio Arqueologico,site,348.7,MinCultura_BIP,,,,150132,
Achinsune,-11.821099028,-76.591838526,Sitio Arqueologico,site,348.72,MinCultura_BIP,,,,150703,
Pirámide de Nievería,-11.984059474444443,-76.92677433222222,Sitio Arqueologico,site,348.75,MinCultura_BIP,,,,150118,
Sector 9 UNMSM,-12.059424857272727,-77.08248219000001,Sitio Arqueologico,site,348.78,MinCultura_BIP,,,,150101,
SANTA CATALINA VIII,-11.610292648758996,-76.16289093140173,SITIO ARQUEOLOGICO,site,348.79,INGEMMET,,,,,ZA009492
Cerro Santa Rosa B,-12.029973037777777,-77.02293160333335,Sitio Arqueologico,site,348.84,MinCultura_BIP,,,,150128,
SANTA CATALINA III,-11.608198188836566,-76.15983738920507,SITIO ARQUEOLOGICO,site,348.85,INGEMMET,,,,,ZA009489
SANTA CATALINA I,-11.612139581698056,-76.16902510754578,SITIO ARQUEOLOGICO,site,348.9,INGEMMET,,,,,ZA009539
Sector 11 UNMSM,-12.05787572105263,-77.08192333210526,Sitio Arqueologico,site,348.91,MinCultura_BIP,,,,150101,
Huaca Aramburú B o Huaca San Marcos,-12.059871533000003,-77.08694732866667,Zona Arqueologica Monumental,monumental,348.95,MinCultura_BIP,,,,150101,
Santa Rosa,-12.028807958571429,-77.02380011857143,Sitio Arqueologico,site,348.99,MinCultura_BIP,,,,150128,
Cerro Pukara,-15.162330864000001,-69.196601726,Sitio Arqueologico,site,349.0,MinCultura_BIP,,,,210602,
NN,-16.4320312709999,-71.6788168569999,Sitio Arqueologico,site,349.0,INC_GeoGPSPeru,arequipa,arequipa,uchumayo,,
Chullpas de Tornochupa,-15.689307986666664,-70.21800488000001,Sitio Arqueologico,site,349.01,MinCultura_BIP,,,,210104,
Acullucan,-11.800470396,-76.55574380200001,Sitio Arqueologico,site,349.02,MinCultura_BIP,,,,150703,
Condorhuain 2,-11.4560804989999,-75.8567127709999,Sitio Arqueologico,site,349.13,INC_GeoGPSPeru,junín,tarma,tarma,,
Chullpas de Piedra Wisa Wisa 1,-15.691072062,-70.21887052,Sitio Arqueologico,site,349.14,MinCultura_BIP,,,,210104,
SANTA CATALINA II,-11.609419192806095,-76.16872026653193,SITIO ARQUEOLOGICO,site,349.16,INGEMMET,,,,,ZA009573
Antaloma Alto,-11.210708442000001,-75.361608286,Sitio Arqueologico,site,349.17,MinCultura_BIP,,,,120306,
Chullpas de Piedra Wisa Wisa 2,-15.692605449999999,-70.22068612888889,Sitio Arqueologico,site,349.2,MinCultura_BIP,,,,210104,
LOMAS DE MANGOMARCA,-12.002543656351351,-76.97503674824324,PAISAJE ARQUEOLOGICO,landscape,349.25,INGEMMET,,,,,ZA010410
Cerro Gramal,-12.02485108142857,-77.02141383571428,Sitio Arqueologico,site,349.27,MinCultura_BIP,,,,150128,
Complejo Historico Arqueológico Caleta La Cruz,-12.107093165,-77.1913682575,Sitio Arqueologico,monumental,349.29,MinCultura_BIP,,,,070101,
Huacamarca,-11.4310849289999,-75.8094483879999,Sitio Arqueologico,monumental,349.3,INC_GeoGPSPeru,junín,tarma,tarma,,
Tumbas Slab de Wisa Wisa Qunqa,-15.692039568000002,-70.216892908,Sitio Arqueologico,site,349.34,MinCultura_BIP,,,,210104,
Lari Lari Sector 3,-16.36847320673077,-71.54602214980768,Paisaje Arqueológico,landscape,349.34,MinCultura_BIP,,,,040103,
Cerro Lurigancho,-12.005773815238095,-76.98385498714285,Sitio Arqueologico,site,349.36,MinCultura_BIP,,,,150132,
Sector 2 Geografía,-12.055411528571428,-77.08616805,Sitio Arqueologico,site,349.36,MinCultura_BIP,,,,150101,
CAMINO PREHISPANICO ACOBAMBA-ULCUMAYO,-11.356202697304713,-75.66148040558728,PAISAJE CULTURAL ARQUEOLOGICO,pathway,349.47,INGEMMET,,,,,ZA002730
Moruquita 2,-15.764025668333332,-70.35416565333334,Sitio Arqueologico,site,349.5,MinCultura_BIP,,,,210109,
El Sauce o Campo Santo Alto,-12.007472646,-76.99030655000001,Sitio Arqueologico,site,349.5,MinCultura_BIP,,,,150132,
ANDENERÍAS DE CARMEN ALTO Y TOCRAHUASI,-16.369016132176473,-71.54373248260784,ZONA ARQUEOLOGICA,other,349.51,INGEMMET,,,,,ZA000369
Moruquita 3,-15.76465248,-70.35494704999999,Sitio Arqueologico,site,349.52,MinCultura_BIP,,,,210109,
Characan,-11.820769346666667,-76.60755007444443,Sitio Arqueologico,site,349.52,MinCultura_BIP,,,,150703,
Moruquita 1,-15.762947576756758,-70.35120792000002,Sitio Arqueologico,site,349.54,MinCultura_BIP,,,,210109,
Warikian,-11.815991275833333,-76.59932657666666,Sitio Arqueologico,site,349.6,MinCultura_BIP,,,,150703,
ISLA SAN LORENZO 8,-12.106579631493073,-77.19996357890594,SITIO ARQUEOLOGICO,site,349.76,INGEMMET,,,,,ZA006530
ANDENES DE PATAY,-11.303923578599996,-75.5619725233,SITIO ARQUEOLOGICO,site,349.77,INGEMMET,,,,,ZA010888
Cerro Observatorio,-12.016493923333334,-77.01523647222223,Sitio Arqueologico,site,349.81,MinCultura_BIP,,,,150132,
Lari Lari Sector 1,-16.375157658269234,-71.54959633807691,Paisaje Arqueológico,landscape,349.82,MinCultura_BIP,,,,040103,
Sitio 71,-16.4312920909999,-71.6602585529999,Sitio Arqueologico,site,349.85,INC_GeoGPSPeru,arequipa,arequipa,uchumayo,,
Andenerías de Carmen Alto y Tocrahuasi,-16.37203513729508,-71.54226493868856,Paisaje Cultural Arqueologico,landscape,349.88,MinCultura_BIP,,,,040103,
Chullpa Blanca de Cerro Llungo 2,-15.695669716000001,-70.211348372,Sitio Arqueologico,site,349.97,MinCultura_BIP,,,,210104,
Lliclle,-11.81784817888889,-76.61218506888889,Sitio Arqueologico,site,350.04,MinCultura_BIP,,,,150703,
Lari Lari Sector 2,-16.37666105055555,-71.54719627638889,Paisaje Arqueológico,landscape,350.09,MinCultura_BIP,,,,040103,
La Florida Sector B,-12.022588254285717,-77.03355332214286,Sitio Arqueologico,site,350.09,MinCultura_BIP,,,,150128,
Chullpa Blanca de Cerro Llungo 1,-15.697136784,-70.21145116000001,Sitio Arqueologico,site,350.11,MinCultura_BIP,,,,210104,
La Florida Sector C,-12.021393658571428,-77.03221661571429,Sitio Arqueologico,site,350.14,MinCultura_BIP,,,,150128,
Cartagena,-11.82319202,-76.62643552200001,Sitio Arqueologico,site,350.2,MinCultura_BIP,,,,150703,
Cerro Calvario,-15.70533858666667,-70.22577878833333,Sitio Arqueologico,site,350.2,MinCultura_BIP,,,,210115,
Isla San Lorenzo 10A,-12.100800636,-77.19852620600001,Sitio Arqueologico,site,350.27,MinCultura_BIP,,,,070101,
La Florida Sector A,-12.021388821521738,-77.03554415456522,Sitio Arqueologico,site,350.3,MinCultura_BIP,,,,150128,
Cutcuy,-11.795055798749999,-76.57226148875,Sitio Arqueologico,site,350.36,MinCultura_BIP,,,,150724,
Isla San Lorenzo 10,-12.098775417999999,-77.19695684,Sitio Arqueologico,site,350.39,MinCultura_BIP,,,,070101,
Cerro Volcan,-15.78581898111111,-70.37888932555558,Sitio Arqueologico,site,350.4,MinCultura_BIP,,,,210109,
Wilaqarqa,-15.173187328000001,-69.188168116,Sitio Arqueologico,site,350.49,MinCultura_BIP,,,,210602,
Sitio 74,-16.4337139169999,-71.649454396,Sitio Arqueologico,site,350.62,INC_GeoGPSPeru,arequipa,arequipa,uchumayo,,
Kuri-Pata,-11.776657572,-76.54594075399999,Sitio Arqueologico,site,350.91,MinCultura_BIP,,,,150724,
Huaca Palao A,-12.027914207647058,-77.06189164735294,Zona Arqueologica,monumental,350.93,MinCultura_BIP,,,,150135,
Alqamarine,-15.709132617500002,-70.21831752375,Sitio Arqueologico,site,350.94,MinCultura_BIP,,,,210104,
Chullpas de Wila Wila,-15.682816495714286,-70.16685065571428,Sitio Arqueologico,site,350.95,MinCultura_BIP,,,,210104,
Huaca Uni,-12.018994922727273,-77.04719442181818,Sitio Arqueologico,monumental,351.1,MinCultura_BIP,,,,150128,
Santil 2,-11.810473438235295,-76.62053898176471,Sitio Arqueologico,site,351.18,MinCultura_BIP,,,,150724,
Huaca Palao A,-12.027824185,-77.067114027,Sitio Arqueologico,monumental,351.19,INC_GeoGPSPeru,lima,lima,san martín de porres,,
Santil 1,-11.809507519999999,-76.62050216624999,Sitio Arqueologico,site,351.27,MinCultura_BIP,,,,150724,
Canto Chico,-12.002726910555559,-77.01725654722222,Monumento Arqueológico Prehispánico,monumental,351.27,MinCultura_BIP,,,,150132,
Isla San Lorenzo 6,-12.093211888750002,-77.20398674875,Sitio Arqueologico,site,351.29,MinCultura_BIP,,,,070101,
PALAO B,-12.024141421559273,-77.0624152272006,ZONA ARQUEOLOGICA,other,351.33,INGEMMET,,,,,ZA008700
Jich´i,-15.719495656000001,-70.23052480000001,Sitio Arqueologico,site,351.35,MinCultura_BIP,,,,210115,
Isla San Lorenzo 19A,-12.095719182,-77.21207376,Sitio Arqueologico,site,351.43,MinCultura_BIP,,,,070101,
Anexo Cerro La Milla,-12.026651900000001,-77.07010642285714,Sitio Arqueologico,site,351.45,MinCultura_BIP,,,,150135,
NN,-16.1004663879999,-70.9746066829999,Sitio Arqueologico,site,351.45,INC_GeoGPSPeru,arequipa,arequipa,san juan de tarucani,,
Morro Queri,-15.769355907777781,-70.32558433444444,Sitio Arqueologico,site,351.46,MinCultura_BIP,,,,210109,
Cruzorqo,-15.712552712857141,-70.2129153357143,Sitio Arqueologico,site,351.55,MinCultura_BIP,,,,210104,
ANDENES Y TERRAZAS DEL VALLE DEL RÍO CHILI-C.A.ANDENES Y TERRAZAS:Z.4 C.B.,-16.385294018428574,-71.5346120409143,PAISAJE ARQUEOLOGICO,landscape,351.56,INGEMMET,,,,,ZA010776
Cerro La Milla,-12.025875124000002,-77.07144797350001,Sitio Arqueologico,site,351.59,MinCultura_BIP,,,,150135,
Tumbas,-16.1023754049999,-70.9753172109999,Sitio Arqueologico,site,351.61,INC_GeoGPSPeru,arequipa,arequipa,san juan de tarucani,,
NN,-15.830299158,-70.4415297939999,Sitio Arqueologico,site,351.62,INC_GeoGPSPeru,puno,san roman,cabanillas,,
ISLA SAN LORENZO 19,-12.093953595955684,-77.21377252419938,SITIO ARQUEOLOGICO,site,351.69,INGEMMET,,,,,ZA006533
NN,-16.025098769,-70.8203618149999,Sitio Arqueologico,site,351.76,INC_GeoGPSPeru,arequipa,arequipa,san juan de tarucani,,
Huaca Aliaga,-12.014005566874998,-77.05150256750002,Sitio Arqueologico,monumental,351.81,MinCultura_BIP,,,,150128,
Cruz Queri,-15.774074576,-70.32734388,Sitio Arqueologico,site,351.83,MinCultura_BIP,,,,210109,
Isla San Lorenzo 17,-12.088773426,-77.20676641399999,Sitio Arqueologico,site,351.86,MinCultura_BIP,,,,070101,
NN,-15.8254678639999,-70.4272395319999,Sitio Arqueologico,site,351.86,INC_GeoGPSPeru,puno,san roman,cabanillas,,
Cresta Cerro Camote Sector B,-11.950485386,-76.92252312000001,Sitio Arqueologico,site,351.89,MinCultura_BIP,,,,150716,
Pueblo Viejo,-11.80764030870968,-76.63050402774195,Sitio Arqueologico,site,351.94,MinCultura_BIP,,,,150728,
Hatun Apacheta,-15.8245045529999,-70.4225367879999,Sitio Arqueologico,site,352.0,INC_GeoGPSPeru,puno,san roman,cabanillas,,
San Jerónimo,-11.999802040999999,-77.02791135,Sitio Arqueologico,site,352.08,MinCultura_BIP,,,,150132,
Cresta Cerro Camote Sector A,-11.94867107,-76.922891332,Sitio Arqueologico,site,352.09,MinCultura_BIP,,,,150716,
ISLA SAN LORENZO 18,-12.090819935603882,-77.21576696960943,SITIO ARQUEOLOGICO,site,352.09,INGEMMET,,,,,ZA006532
HUACA AMA KELLA,-12.024125431321332,-77.07843405801941,ZONA ARQUEOLOGICA,monumental,352.1,INGEMMET,,,,,ZA008807
Shima Punta,-11.469683298333331,-75.94600746833333,Sitio Arqueologico,site,352.15,MinCultura_BIP,,,,120806,
Templete y Campo Barrido,-11.9511449675,-76.92980191666666,Paisaje Arqueológico,landscape,352.18,MinCultura_BIP,,,,150118,
Rinconada,-16.0231772449999,-70.8082257059999,Sitio Arqueologico,site,352.18,INC_GeoGPSPeru,moquegua,general sanchez cer*,ubinas,,
Cerro Chupa,-15.600177036666667,-69.98111868333334,Sitio Arqueologico,site,352.2,MinCultura_BIP,,,,210108,
Antibo,-11.810044425454548,-76.64110002545455,Sitio Arqueologico,site,352.22,MinCultura_BIP,,,,150728,
NN,-15.823179244,-70.4151241659999,Sitio Arqueologico,site,352.24,INC_GeoGPSPeru,puno,puno,mañazo,,
Isla San Lorenzo 9,-12.085949316249998,-77.20922433000001,Sitio Arqueologico,site,352.26,MinCultura_BIP,,,,070101,
#15,-15.6902310759999,-70.1543742549999,Sitio Arqueologico,site,352.31,INC_GeoGPSPeru,puno,puno,atuncolla,,
NN,-15.8198622869999,-70.4053731729999,Sitio Arqueologico,site,352.41,INC_GeoGPSPeru,puno,puno,mañazo,,
Condevilla Señor II,-12.022019653000003,-77.08157218599999,Sitio Arqueologico,site,352.46,MinCultura_BIP,,,,150135,
Cashamarca (Sector II),-11.376997500909091,-75.76509462545455,Sitio Arqueologico,site,352.49,MinCultura_BIP,,,,120705,
HUACA SAN ROQUE GARAGAY,-12.017852174814413,-77.07518192262046,ZONA ARQUEOLOGICA,monumental,352.57,INGEMMET,,,,,ZA008814
Cerro Marinsa,-15.60154248926829,-69.97468145256097,Sitio Arqueologico,site,352.66,MinCultura_BIP,,,,210108,
Chullpa de Puca Aya,-15.707780614,-70.181344214,Sitio Arqueologico,site,352.67,MinCultura_BIP,,,,210104,
Yurac cancha o canc,-16.0215154729999,-70.7951951159999,Sitio Arqueologico,site,352.67,INC_GeoGPSPeru,moquegua,general sanchez cer*,ubinas,,
HUACA CASA BLANCA,-12.010976743634357,-77.06462027950144,ZONA ARQUEOLOGICA,monumental,352.74,INGEMMET,,,,,ZA008808
NN,-15.8503649259999,-70.4575638379999,Sitio Arqueologico,site,352.78,INC_GeoGPSPeru,puno,san roman,cabanillas,,
Terrazas Prehispanicas Quinta Palermo,-16.402639127142855,-71.5441993752381,Paisaje Arqueológico,landscape,352.79,MinCultura_BIP,,,,040101,
Arantas,-16.796821493880593,-72.32826812955224,Sitio Arqueologico,site,352.81,MinCultura_BIP,,,,040207,
Campamento Santa Maria,-11.949021716666666,-76.938539315,Sitio Arqueologico,settlement,352.81,MinCultura_BIP,,,,150132,
