name,lat,lon,type,classification,gc_distance_km,source,department,province,district,ubigeo,code
VV.93-1:27,-8.456561442857142,-78.82519299857144,Sitio Arqueologico,site,792.41,MinCultura_BIP,,,,131201,
VV.105-5:12,-8.441548416666668,-78.79433011,Sitio Arqueologico,site,792.42,MinCultura_BIP,,,,131201,
VV.93-4:43,-8.46673604,-78.84633364749999,Sitio Arqueologico,site,792.42,MinCultura_BIP,,,,131201,
VV.93-1:26,-8.456923968000002,-78.82684303799999,Sitio Arqueologico,site,792.45,MinCultura_BIP,,,,131201,
VV.93-1:44,-8.464754538571428,-78.84324692714286,Sitio Arqueologico,site,792.47,MinCultura_BIP,,,,131201,
VV.93-1:40,-8.463574426000001,-78.840875476,Sitio Arqueologico,site,792.47,MinCultura_BIP,,,,131201,
VV.105-3:13,-8.452688466,-78.819020212,Sitio Arqueologico,site,792.5,MinCultura_BIP,,,,131201,
Huaca Viru o De La Cruz,-8.43261061899993,-78.7782558389999,Sitio Arqueologico,monumental,792.53,INC_GeoGPSPeru,la libertad,virú,virú,,
VV.93-1:33,-8.458863789090907,-78.83318744181818,Sitio Arqueologico,site,792.57,MinCultura_BIP,,,,131201,
Lan Lan,-7.81363766499994,-77.5130450939999,Sitio Arqueologico,site,792.58,INC_GeoGPSPeru,la libertad,pataz,pataz,,
VV.106-1:1,-8.416212379375,-78.74564736875,Sitio Arqueologico,site,792.59,MinCultura_BIP,,,,131201,
VV.93-1:29,-8.457502583333333,-78.83144371333333,Sitio Arqueologico,site,792.62,MinCultura_BIP,,,,131201,
VV.105-3:7,-8.447725801428572,-78.81177030571429,Sitio Arqueologico,site,792.64,MinCultura_BIP,,,,131201,
VV.105-3:9,-8.444350155,-78.80485736499999,Sitio Arqueologico,site,792.65,MinCultura_BIP,,,,131201,
VV.93-4:54,-8.471852306923077,-78.86183307000002,Sitio Arqueologico,site,792.66,MinCultura_BIP,,,,131201,
VV.93-1:34/3,-8.459724720416665,-78.83690990041667,Sitio Arqueologico,site,792.66,MinCultura_BIP,,,,131201,
VV.105-3:15,-8.452660764,-78.82257812600001,Sitio Arqueologico,site,792.67,MinCultura_BIP,,,,131201,
VV.93-1:31,-8.457483485000001,-78.83302128333334,Sitio Arqueologico,site,792.7,MinCultura_BIP,,,,131201,
VV.106-4-2,-8.429040237272728,-78.77427439909091,Sitio Arqueologico,site,792.7,MinCultura_BIP,,,,131201,
HUACA EL ZANJON,-8.42668714690582,-78.76940335285869,SITIO ARQUEOLOGICO,monumental,792.7,INGEMMET,,,,,ZA002902
VV.105-3:14,-8.451920862,-78.82171764,Sitio Arqueologico,site,792.71,MinCultura_BIP,,,,131201,
Castillo  Santa Clara,-8.41579581899992,-78.7475203819999,Sitio Arqueologico,site,792.72,INC_GeoGPSPeru,la libertad,virú,virú,,
VV.106-4-4,-8.425926334285714,-78.76845833285714,Sitio Arqueologico,site,792.73,MinCultura_BIP,,,,131201,
VV.93-4:35,-8.468089098461538,-78.85736672307692,Sitio Arqueologico,site,792.82,MinCultura_BIP,,,,131201,
Chualluega 4,-8.067464747857144,-78.03470432714286,Zona Arqueologica,other,792.82,MinCultura_BIP,,,,131007,
Cerro Nogol,-8.158017227692309,-78.22023639923076,Sitio Arqueologico,site,792.84,MinCultura_BIP,,,,131001,
VV.93-4:38,-8.465140051999999,-78.85199181600001,Sitio Arqueologico,site,792.85,MinCultura_BIP,,,,131201,
VV.93-4:39,-8.465844857499999,-78.8533727725,Sitio Arqueologico,site,792.85,MinCultura_BIP,,,,131201,
Cerro Shicolca,-8.222581894285714,-78.35292799285715,Zona Arqueologica,other,792.86,MinCultura_BIP,,,,130504,
VV.93-4:34,-8.467028758333333,-78.85633856,Sitio Arqueologico,site,792.87,MinCultura_BIP,,,,131201,
VV.104-2:28,-8.453691113333333,-78.82907623333334,Sitio Arqueologico,site,792.89,MinCultura_BIP,,,,131201,
VV.105-3:5,-8.442650067027026,-78.80686231513516,Sitio Arqueologico,site,792.91,MinCultura_BIP,,,,131201,
VV.118-1:9,-8.38472404818182,-78.68752048636362,Sitio Arqueologico,site,792.92,MinCultura_BIP,,,,131201,
VV.105-3:11,-8.439318750000002,-78.80111520199999,Sitio Arqueologico,site,792.97,MinCultura_BIP,,,,131201,
VV.93-4:29,-8.465064542857144,-78.85468039285715,Sitio Arqueologico,site,792.99,MinCultura_BIP,,,,131201,
Cerro San Cristóbal,-8.13827045399997,-78.1834888019999,Sitio Arqueologico,site,793.02,INC_GeoGPSPeru,la libertad,santiago de chuco,santiago de chuco,,
VV.93-4:36,-8.466671053333334,-78.85891669833335,Sitio Arqueologico,site,793.03,MinCultura_BIP,,,,131201,
VV.104-3:10,-8.46408512,-78.85403406333334,Sitio Arqueologico,site,793.05,MinCultura_BIP,,,,131201,
Cerro La Toma B,-8.36559261399994,-78.6508177959999,Sitio Arqueologico,site,793.05,INC_GeoGPSPeru,la libertad,virú,virú,,
VV.93-4:55,-8.470014234,-78.866875002,Sitio Arqueologico,site,793.08,MinCultura_BIP,,,,131201,
Huaca El Gallo,-8.37687743099992,-78.6746102079999,Sitio Arqueologico,monumental,793.08,INC_GeoGPSPeru,la libertad,virú,virú,,
VV.104-2:30,-8.450764393750001,-78.82733753500001,Sitio Arqueologico,site,793.09,MinCultura_BIP,,,,131201,
VV.105-3:10,-8.445065676,-78.815424176,Sitio Arqueologico,site,793.09,MinCultura_BIP,,,,131201,
VV.93-4:30,-8.46423460375,-78.85520169750001,Sitio Arqueologico,site,793.1,MinCultura_BIP,,,,131201,
VV.105-1:7,-8.432607683333334,-78.79013724333333,Sitio Arqueologico,site,793.11,MinCultura_BIP,,,,131201,
VV.105-1:6,-8.431638926,-78.788624878,Sitio Arqueologico,site,793.13,MinCultura_BIP,,,,131201,
VV.105-3:6B,-8.441372517999998,-78.80865772199999,Sitio Arqueologico,site,793.13,MinCultura_BIP,,,,131201,
VV.93-4:32,-8.464698658333335,-78.85681699666667,Sitio Arqueologico,site,793.13,MinCultura_BIP,,,,131201,
VV.93-4:56,-8.467868375,-78.86337019666666,Sitio Arqueologico,site,793.13,MinCultura_BIP,,,,131201,
VV.105-3:12,-8.437905121666667,-78.80203317666667,Sitio Arqueologico,site,793.15,MinCultura_BIP,,,,131201,
VV.93-4:26,-8.462657235,-78.85323349666668,Sitio Arqueologico,site,793.16,MinCultura_BIP,,,,131201,
Cerro La Toma A,-8.36710143599993,-78.6568166979999,Sitio Arqueologico,site,793.19,INC_GeoGPSPeru,la libertad,virú,virú,,
VV.92-1:29,-8.470706942000001,-78.87136548600002,Sitio Arqueologico,site,793.23,MinCultura_BIP,,,,131201,
Cerro La Toma C,-8.36500120999996,-78.6531990919999,Sitio Arqueologico,site,793.23,INC_GeoGPSPeru,la libertad,virú,virú,,
Primero de Mayo,-8.427204636,-78.781785598,Sitio Arqueologico,site,793.24,MinCultura_BIP,,,,131201,
VV.92-1:30,-8.471394382,-78.87336579999999,Sitio Arqueologico,site,793.26,MinCultura_BIP,,,,131201,
VV.93-4:15,-8.465896487999998,-78.86216217,Sitio Arqueologico,site,793.27,MinCultura_BIP,,,,131201,
VV.105-1:4,-8.431635975999999,-78.792348784,Sitio Arqueologico,site,793.31,MinCultura_BIP,,,,131201,
VV.93-4:24,-8.459916906666667,-78.85063444444445,Sitio Arqueologico,site,793.31,MinCultura_BIP,,,,131201,
V-68-5,-8.397965654393355,-78.72292119082272,SITIO ARQUEOLOGICO,site,793.31,INGEMMET,,,,,ZA006446
VV.93-4:37,-8.45879679,-78.84893737600001,Sitio Arqueologico,site,793.34,MinCultura_BIP,,,,131201,
VV.93-4:17,-8.46439526,-78.861140296,Sitio Arqueologico,site,793.37,MinCultura_BIP,,,,131202,
VV.105-2:20,-8.434012975,-78.798637165,Sitio Arqueologico,site,793.38,MinCultura_BIP,,,,131201,
VV.93-4:16,-8.464516163999999,-78.86243518,Sitio Arqueologico,site,793.42,MinCultura_BIP,,,,131201,
VV.93-4:19,-8.46299731,-78.86001078500001,Sitio Arqueologico,site,793.45,MinCultura_BIP,,,,131201,
VV.119-4:8,-8.374671474615386,-78.67793094846154,Sitio Arqueologico,site,793.46,MinCultura_BIP,,,,131201,
Chualluega 2,-8.058805079999999,-78.03017612,Zona Arqueologica,other,793.47,MinCultura_BIP,,,,131003,
SIMBAMBA,-8.261275566833342,-78.44531360166667,SITIO ARQUEOLOGICO,site,793.49,INGEMMET,,,,,ZA000173
VV.93-4:23,-8.458356575,-78.851410215,Sitio Arqueologico,site,793.5,MinCultura_BIP,,,,131201,
VV.105-3:4,-8.435707830384615,-78.80480660692307,Sitio Arqueologico,site,793.51,MinCultura_BIP,,,,131201,
VV.105-1:1,-8.432956945,-78.7993785375,Sitio Arqueologico,site,793.52,MinCultura_BIP,,,,131201,
Huaca Quebrada Niño,-8.37570740299993,-78.6815964469999,Sitio Arqueologico,monumental,793.53,INC_GeoGPSPeru,la libertad,virú,virú,,
VV.118-3:2,-8.3958472625,-78.72350243166667,Sitio Arqueologico,site,793.55,MinCultura_BIP,,,,131201,
VV.92-1:24,-8.4683097825,-78.87302415125001,Sitio Arqueologico,site,793.55,MinCultura_BIP,,,,131201,
VV.118-3:1,-8.394067556153844,-78.72017125615385,Sitio Arqueologico,site,793.57,MinCultura_BIP,,,,131201,
VV.105-1:3,-8.429003952,-78.792288916,Sitio Arqueologico,site,793.57,MinCultura_BIP,,,,131201,
VV.92-1:23,-8.467509877999998,-78.871779718,Sitio Arqueologico,site,793.57,MinCultura_BIP,,,,131201,
VV.105-1:2,-8.431439996249999,-78.7974992825,Sitio Arqueologico,site,793.58,MinCultura_BIP,,,,131201,
VV.93-4:25,-8.4582475,-78.85302612,Sitio Arqueologico,site,793.59,MinCultura_BIP,,,,131201,
VV.92-1:32,-8.466806518,-78.87076016600001,Sitio Arqueologico,site,793.59,MinCultura_BIP,,,,131201,
VV.119-4:2,-8.376296334285714,-78.68446202999999,Sitio Arqueologico,site,793.61,MinCultura_BIP,,,,131201,
NN17,-7.80058376799993,-77.5076568869999,Sitio Arqueologico,site,793.61,INC_GeoGPSPeru,la libertad,pataz,pataz,,
El Sauco,-8.1089679075,-78.1361225425,Sitio Arqueologico,site,793.63,MinCultura_BIP,,,,131007,
VV.93-4:22,-8.457360738571428,-78.85214502,Sitio Arqueologico,site,793.64,MinCultura_BIP,,,,131201,
V-68-3,-8.391422027867042,-78.71669668110528,SITIO ARQUEOLOGICO,site,793.66,INGEMMET,,,,,ZA006445
VV.105-3:8,-8.433251387142857,-78.80338430714286,Sitio Arqueologico,site,793.68,MinCultura_BIP,,,,131201,
VV.92-1:22,-8.466244462222223,-78.8723282188889,Sitio Arqueologico,site,793.72,MinCultura_BIP,,,,131201,
VV.92-1:27,-8.467748738,-78.875658524,Sitio Arqueologico,site,793.73,MinCultura_BIP,,,,131201,
VV.93-4:21,-8.457329418,-78.85401317600001,Sitio Arqueologico,site,793.73,MinCultura_BIP,,,,131201,
Sector Santa Cruz de Chuca - Segmento B,-8.111822602142858,-78.14464323642858,Paisaje Cultural Arqueologico,landscape,793.76,MinCultura_BIP,,,,131007,
VV.92-1:20,-8.465263163333333,-78.87095421,Sitio Arqueologico,site,793.76,MinCultura_BIP,,,,131201,
Cerro Niño D,-8.37393236399993,-78.6825326869999,Sitio Arqueologico,site,793.76,INC_GeoGPSPeru,la libertad,virú,virú,,
Sector Santa Cruz de Chuca - Segmento A,-8.111207715,-78.14356206666666,Paisaje Cultural Arqueologico,landscape,793.77,MinCultura_BIP,,,,131007,
VV.92-1:10,-8.46377886,-78.86809516666666,Sitio Arqueologico,site,793.77,MinCultura_BIP,,,,131201,
VV.92-1:7,-8.463966952,-78.869201986,Sitio Arqueologico,site,793.8,MinCultura_BIP,,,,131201,
PEÑA SAUCA,-8.151671639999998,-78.2275229302857,SITIO ARQUEOLOGICO,site,793.83,INGEMMET,,,,,ZA010073
HUAYLIO,-8.098330436090908,-78.1185168938182,SITIO ARQUEOLOGICO,site,793.84,INGEMMET,,,,,ZA005124
VV.119-4:3,-8.375023042,-78.686709666,Sitio Arqueologico,site,793.85,MinCultura_BIP,,,,131201,
Chualluega 1,-8.055619741666668,-78.03202631833334,Zona Arqueologica,other,793.87,MinCultura_BIP,,,,131003,
VV.92-1:6,-8.463599687142858,-78.87015947142858,Sitio Arqueologico,site,793.88,MinCultura_BIP,,,,131201,
VV.92-1:8,-8.463003494,-78.86890232200001,Sitio Arqueologico,site,793.88,MinCultura_BIP,,,,131201,
VV.93-4:12,-8.45615423,-78.85463139000001,Sitio Arqueologico,site,793.88,MinCultura_BIP,,,,131201,
VV. 104-3:36,-8.455031542857144,-78.85244168714287,Sitio Arqueologico,site,793.88,MinCultura_BIP,,,,131201,
